Gene_name	Comment	Keyword
DNAI2	Selective expression in cilia including spermatocytes.,Subsets of cells in seminiferous ducts showed strong cytoplasmic positivity. Ciliated cells in fallopian tube, respiratory epithelia, cervical and endometrial glands were strongly stained. Remaining normal tissues were generally negative.,Ciliated cells of respiratory epithelial cells, fallopian tube and subset of endometrial glands were strongly stained. Strong cytoplasmic staining was exhibited in subset of cells in red pulp of spleen and hematopoietic cells. Subset of cells in seminiferus ducts of testis and stomach showed moderate cytoplasmic immunoreactivity. Remaining normal tissues were negative.	Cilia
DNAJB13	Expression mainly in spermatozoa and in ciliated cells of fallopian tube and respiratory epithelia.,Cilia in respiratory epithelia, fallopian tube and uterus exhibited strong positivity while myocytes and chondrocytes showed strong cytoplasmic immunoreactivity. Moderate positivity was seen in sperm flagellum, colon and renal tubules. Remaining normal tissues were negative.<br>Cilia in respiratory epithelia, fallopian tube and uterus exhibited strong positivity while myocytes and chondrocytes showed strong cytoplasmic immunoreactivity. Moderate positivity was seen in sperm flagellum, colon and renal tubules. Remaining normal tissues were negative.<br>Expression mainly in spermatozoa and in ciliated cells of fallopian tube and respiratory epithelia.,Cilia in respiratory epithelia, fallopian tube and uterus exhibited strong positivity while myocytes and chondrocytes showed strong cytoplasmic immunoreactivity. Moderate positivity was seen in sperm flagellum, colon and renal tubules. Remaining normal tissues were negative.<br>Cilia in respiratory epithelia, fallopian tube and uterus exhibited strong positivity while myocytes and chondrocytes showed strong cytoplasmic immunoreactivity. Moderate positivity was seen in sperm flagellum, colon and renal tubules. Remaining normal tissues were negative.	Cilia<br>Cilia<br>Flagellum<br>Flagellum
DNAJB6	Strong cytoplasmic staining with a granular pattern was observed in the CNS. Cilia were strongly stained in respiratory epithelia, fallopian tube and in epididymis. In testis, nuclear staining was found. Remaining  normal tissues were negative.,Distinct positivity of cilia was seen in respiratory epithelial cells and in fallopian tube. Hepatocytes of liver were strongly stained in the cytoplasm and nucleus. Cells of CNS were moderately positive. Squamous epithelial cells, pancreas, lymphoid tissues and smooth muscle cells were negative.	Cilia
DNAL1	Cytoplasmic expression in most tissues, also expressed in cilia.,Moderate to strong positivity was observed in ciliated glandular cells in fallopian tube and respiratory epithelial cells. Spermatids showed moderate cytoplasmic and nuclear immunoreactivity.	Cilia
DNAL4	Expression in cilia and in cytoplasm in several tissues.,Trophopblastic cells showed strong nuclear staining. a subset neuronal cells in CNS showed moderate cytoplasmic and nuclear immunoreactivity. Cilia in fallopian tube and respiratory epithelium were moderately stained. Other normal tissues were weakly stained or negative.<br>Mainly localized to the centrosome. In addition localized to the nucleoplasm, nucleoli & cytosol.,centrosome,centrosome,centrosome,centrosome<br>Expression in cilia and in cytoplasm in several tissues.,Trophopblastic cells showed strong nuclear staining. a subset neuronal cells in CNS showed moderate cytoplasmic and nuclear immunoreactivity. Cilia in fallopian tube and respiratory epithelium were moderately stained. Other normal tissues were weakly stained or negative.<br>Mainly localized to the centrosome. In addition localized to the nucleoplasm, nucleoli & cytosol.,centrosome,centrosome,centrosome,centrosome	Cilia<br>Cilia<br>Centrosome<br>Centrosome
DNALI1	Cytoplasmic expression in ciliated tissues.,Ciliated cells in respiratory epithelia, epididymis and fallopian tube showed strong membranous and additional cytoplasmic positivity. Occasional cells in intestinal tract and endometrium showed weak to moderate cytoplasmic staining. Remaining normal tissues were in general negative.	Cilia
DNMT1	Weak to moderate nuclear staining was observed in most normal tissues. Distinct positivity was observed in presumable proliferating cells, for example in lymphoid germinal center, basal layer in squamous epithelia and in placenta. Ciliated cells in respiratory epithelia and fallopian tube showed membranous staining.	Cilia
DOCK8	Mainly localized to the centrosome. In addition localized to the nucleoplasm, cytosol & mitochondria.,centrosome,centrosome,centrosome	Centrosome
DPF2	centrosome	Centrosome
DPY30	Most of the normal cells showed moderate nuclear immunoreactivity. Cilia were distinctly stained in respiratory epithelia and fallopian tube. Cells of CNS, mesenchymal cells, heart and skeletal muscle cells were weakly stained or negative.	Cilia
DRC3	Expression mainly in ciliated cells of fallopian tube.,Cilia in fallopian tube and respiratory tract displayed moderate positivity. Squamous epithelia showed moderate nuclear staining. Remaining tissues were weakly stained or negative.,Moderate cytoplasmic positivity was observed in alveolar macrophages, intestinal glands, adrenal gland, renal tubules, Purkinje cells and germinal center cells. Ciliated cells of fallopian tube were moderately stained. A subset of neuronal cells displayed weak nucleolar positivity. Remaining normal tissues were weakly stained or mostly negative.	Cilia
DUSP23	Normal tissues showed weak to moderate cytoplasmic staining. Lung macrophages, small intestine, parathyroid and smooth muscle exhibited strong positivity. Cilia in respiratory epithelia and fallopian tube was distinctly stained. The CNS tissues except for neuronal cells were weakly stained or negative.	Cilia
DVL3	Mainly localized to the centrosome & midbody ring. In addition localized to the intermediate filaments.,centrosome,centrosome	Centrosome
DYDC2	Selective expression in ciliated cells of respiratory epithelia, fallopian tube and endometrium.,Cilia in respiratory epithelia, fallopian tube along with a subset of cells in cervix displayed strong cytoplasmic and membranous staining. Subsets of cells in the gastrointestinal tract, cardiac and skeletal muscle were moderately positive. Moderate nuclear and cytoplasmic staining was observed in a fraction of cells in seminiferous ducts. Remaining normal tissues were weakly stained or negative.,Cilia in respiratory epithelia, fallopian tube and a subset of cells in uterus showed strong positivity. The neuronal cells in cerebral cortex displayed moderate nuclear staining. Remaining normal tissues were negative.	Cilia
DYNC1H1	Mainly localized to the cytosol & centrosome.,centrosome,centrosome,centrosome	Centrosome
DYNC1LI1	Mainly localized to the cytosol & centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
DYNC1LI2	Mainly localized to the centrosome. In addition localized to the cytosol.,centrosome,centrosome,centrosome	Centrosome
DYNC2LI1	Cytoplasmic expression in a group of tissues, most abundant in ciliated cells.	Cilia
DZIP1L	Most normal tissues showed moderate to strong nuclear and cytoplasmic positivity. Cilia displayed distinct staining in respiratory epithelium and fallopian tubes. The liver, kidney, cells in CNS, smooth and skeletal muscle cells were in general weakly stained or negative.	Cilia
E2F1	Localized to the nucleoplasm & centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
EBPL	Most normal tissues displayed weak to moderate cytoplasmic positivity. Stomach, small intestinal glands, hepatocytes, urothelial cells and exocrine pancreas were strongly stained. Ciliated cells of fallopian tube and bronchus were strongly positive. Kidney, placenta, myocytes, soft tissue, lymphoid tissues, neuronal and glial cells were negative.	Cilia
EDDM3B	Moderate membranous and secreted positivity was displayed in epididymis. Additional moderate membranous positivity was observed in ciliated cells of airway epithelia, fallopian tube and endometrium. All other normal tissue were weakly stained or negative.	Cilia
EDRF1	Mainly localized to the nucleoplasm. In addition localized to the cytosol & centrosome.,centrosome,centrosome,centrosome	Centrosome
EEF1AKMT3	Mainly localized to the centrosome. In addition localized to the nucleoplasm & mitotic chromosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
EFCAB1	Selective expression in sperms and in ciliated epithelia of female genitalia and respiratory tract.	Cilia
EFCAB7	Cytoplasmic expression in cells in seminiferous ducts and distinct expression in cilia in several cell types.,Strong cytoplasmic positivity was observed in intestinal glands. Cilia were distinctly stained. Neuronal cells displayed strong nuclear staining. A few epithelia and lymphoid tissues displayed weak to moderate cytoplasmic immunoreactivity. Remaining normal tissues were negative. ,Strong cytoplasmic positivity was observed in seminiferous ducts, a subset of renal tubules and cilia of respiratory epithelium, epididymis and fallopian tube. Remaining normal tissues were generally negative.,Endothelial cells, pancreatic islets, cells in glomeruli and enteroendocrine cells in the intestine showed strong cytoplasmic positivity. Cilia of respiratory epithelium, epididymis and fallopian tube also showed strong staining. Neuronal cells and cells in testis showed moderate cytoplasmic staining. Remaining normal were generally negative.	Cilia
EFHC2	Gastric parietal cells, the adrenal gland and Leydig cells showed moderate to strong cytoplasmic positivity while alveolar cells displayed membranous positivity. Neural extensions in the CNS were strongly stained. The intestine and ciliated cells showed distinct positivity in bruch border and cilia. Remaining normal tissues were weakly stained or negative.	Cilia
ELF3	Selective nuclear expression in the gastrointestinal tract, urothelial cells, squamous epithelia and ciliated cells.	Cilia
ELP6	Mainly localized to the nucleoplasm & cytosol. In addition localized to the centrosome.,centrosome,centrosome	Centrosome
EMC1	Most normal tissues showed moderate cytoplasmic positivity. Adrenal gland, hematopoietic cells, gall bladder and endometrial glands displayed strong cytoplasmic immunoreactivity. Cilia in fallopian tubes, airways and epididymis exhibited distinct staining.	Cilia
