Gene_name,row_names,Publication,Gene_ID,Pub_number
ARRDC2,1957,Blacque et al._xbox,ZK938.4,54
ARRDC3,1958,Yano J. et al.,ARRDC3,50
ARRDC4,1959,Blacque et al._xbox,F15A4.9,54
ARRDC5,1960,Yano J. et al.,ARRDC5,50
ARSA,1961,Monika-Abedin-Sigg et al.,ARSA,30
ARSB,1962,Monika-Abedin-Sigg et al.,ARSB,30
ARSG,1964,Alexander E. Ivliev et al,ARSG,8
ARSI,1965,Ross et al.,ARSI,22
ARSJ,1966,Gabrielle Wheway,ARSJ,27
ARSL,1963,Alexander E. Ivliev et al,ARSE,8
ART3,1967,Fritz-Laylin L.K. et Cande,ART3,49
ARTN,1968,Ross et al.,ARTN,22
ARVCF,1969,Hannah Müller et al.,ARVCF,6
ARVCF,1970,Liu et al.,ARVCF,28
ARVCF,1971,McClintock et al.,ARVCF,29
ARVCF,1972,Broadhead et al.,ARVCF,32
ARX,1973,Gabrielle Wheway,ARX,27
AS3MT,1974,Kilburn et al.,AS3MT,1
AS3MT,1975,Alexander E. Ivliev et al,AS3MT,8
AS3MT,1976,Pazour et al.,AS3MT,21
AS3MT,1977,Liu et al.,AS3MT,28
AS3MT,1978,McClintock et al.,AS3MT,29
AS3MT,1979,Monika-Abedin-Sigg et al.,AS3MT,30
ASAH1,1980,Liu et al.,ASAH1,28
ASAH1,1981,Monika-Abedin-Sigg et al.,ASAH1,30
ASAH1,1982,Mayer et al. 2008,ASAH1,51
ASAP1,1983,Cilia Carta (TJP van Dam et al.),ASAP1,13
ASAP1,1984,Ross et al.,ASAP1,22
ASAP1,1985,SYSCILIA Gold Standard (van Dam TJ et al.),ASAP1,24
ASAP1,1986,Liu et al.,ASAP1,28
ASAP2,1987,Karsten Boldt et al.,ASAP2,16
ASAP2,1988,Ross et al.,ASAP2,22
ASAP2,1989,Marshall et al.,Asap2,55
ASAP3,1990,Ross et al.,ASAP3,22
ASB10,1991,Gabrielle Wheway,ASB10,27
ASB14,1992,Ostrowski et al.,Q92816,20
ASB14,1993,Semil P. Choksi et al.,ASB14,23
ASB14,1994,Gabrielle Wheway,ASB14,27
ASB17,1995,Marshall et al.,Asb17,55
ASB2,1996,Ross et al.,ASB2,22
ASB2,1997,Gabrielle Wheway,ASB2,27
ASB2,1998,Broadhead et al.,ASB2,32
ASB5,1999,Semil P. Choksi et al.,ASB5,23
ASB5,2000,Gabrielle Wheway,ASB5,27
ASB6,2001,Gabrielle Wheway,ASB6,27
ASB7,2002,Gabrielle Wheway,ASB7,27
ASB7,2003,Monika-Abedin-Sigg et al.,ASB7,30
ASB8,2004,Monika-Abedin-Sigg et al.,ASB8,30
ASB9,2005,Alexander E. Ivliev et al,ASB9,8
ASB9,2006,Lauwaet T. et al.,GL50803_93011-t26_1,40
ASCC1,2007,McClintock et al.,ASCC1,29
ASCC1,2008,Marshall et al.,Ascc1,55
ASCC1,2009,Blacque et al._xbox,C23H3.3,54
ASCC3,2010,Andersen et al.,ASCC3,9
ASCL1,2011,McClintock et al.,ASCL1,29
ASCL1,2012,Blacque et al._xbox,T24B8.6,54
ASCL3,2013,McClintock et al.,ASCL3,29
ASF1A,2014,McClintock et al.,ASF1A,29
ASF1A,2015,Blacque et al._xbox,C03D6.5,54
ASF1B,2016,Marshall et al.,Asf1b,55
ASH1L,2017,Yano J. et al.,ASH1L,50
ASH2L,2018,Gabrielle Wheway,ASH2L,27
ASIC1,2019,Efimenko et al.,ASIC1,2
ASIC1,2020,Semil P. Choksi et al.,ASIC1,23
ASIC1,2021,Geremek M. et al. 2014,ASIC1,42
ASIC2,2022,Efimenko et al.,ASIC2,2
ASIC2,2023,Blacque et al._xbox,T28F4.2,54
ASIC2,2024,Blacque et al._xbox,F02D10.5,54
ASIC3,2025,Semil P. Choksi et al.,ASIC3,23
ASIC4,2026,Efimenko et al.,ASIC4,2
ASIC5,2027,Monika-Abedin-Sigg et al.,ASIC5,30
ASIP,2028,Gabrielle Wheway,ASIP,27
ASIP,2029,Roosing et al.,ASIP,57
ASL,2030,Geremek M. et al. 2014,ASL,42
ASNS,2033,Andersen et al.,ASNS,9
ASNS,2034,Andersen et al.,ASNS,9
ASNS,2035,Chen et al.,ASNS,12
ASNS,2036,Pazour et al.,ASNS,21
ASNS,2037,Ross et al.,ASNS,22
ASNS,2038,SYSCILIA Gold Standard (van Dam TJ et al.),ASNS,24
ASNS,2039,David U. Mick et al.,ASNS,26
ASNS,2040,Gabrielle Wheway,ASNS,27
ASNS,2041,McClintock et al.,ASNS,29
ASNS,2042,Monika-Abedin-Sigg et al.,ASNS,30
ASNSD1,2043,McClintock et al.,ASNSD1,29
ASPA,2044,Alexander E. Ivliev et al,ASPA,8
ASPA,2045,Roosing et al.,ASPA,57
ASPG,2046,Semil P. Choksi et al.,ASPG,23
ASPH,2047,Laurençon et al.,ASPH,7
ASPH,2048,SYSCILIA Gold Standard (van Dam TJ et al.),ASPH,24
ASPM,2049,Hannah Müller et al.,ASPM,6
ASPM,2050,Li et al.,ASPM,18
ASPM,2051,Ross et al.,ASPM,22
ASPM,2052,SYSCILIA Gold Standard (van Dam TJ et al.),ASPM,24
ASPM,2053,McClintock et al.,ASPM,29
ASPM,2054,Fritz-Laylin L.K. et Cande,ASPM,49
ASPM,2055,Marshall et al.,Aspm,55
ASPM,2056,Blacque et al._sage,C45G3.1,59
ASPM,2057,Roosing et al.,ASPM,57
ASPM,2058,Breslow et al.,ASPM,58
ASPN,2059,Phirke et al.,ASPN,3
ASPSCR1,2060,McClintock et al.,ASPSCR1,29
ASRGL1,2061,Ross et al.,ASRGL1,22
ASRGL1,2062,SYSCILIA Gold Standard (van Dam TJ et al.),ASRGL1,24
ASRGL1,2063,Liu et al.,ASRGL1,28
ASRGL1,2064,Cao W. et al.,31560239,47
ASRGL1,2065,Marshall et al.,Asrgl1,55
ASS1,2066,Liu et al.,ASS1,28
ASS1,2067,Monika-Abedin-Sigg et al.,ASS1,30
ASTL,2068,Phirke et al.,ASTL,3
ASTL,2069,Blacque et al._xbox,F39D8.4,54
ASTL,2070,Blacque et al._xbox,C07D10.4,54
ASTL,2071,Blacque et al._sage,C24F3.3,59
ASTN2,2072,Alexander E. Ivliev et al,ASTN2,8
ASTN2,2073,Geremek M. et al. 2014,ASTN2,42
ASXL1,2074,Gabrielle Wheway,ASXL1,27
ASXL2,2075,Roosing et al.,ASXL2,57
ATAD1,2076,Karsten Boldt et al.,ATAD1,16
ATAD1,2077,Liu et al.,ATAD1,28
ATAD2,2078,Phirke et al.,ATAD2,3
ATAD2,2079,Lambacher N. et al.,ATAD2,17
ATAD3A,2080,Hannah Müller et al.,ATAD3A,6
ATAD3A,2081,Liu et al.,ATAD3A,28
ATAD3B,2082,Hannah Müller et al.,ATAD3B,6
ATAD3C,2083,Hannah Müller et al.,ATAD3C,6
ATAD3C,2084,Fritz-Laylin L.K. et Cande,ATAD3C,49
ATAD5,2085,McClintock et al.,ATAD5,29
ATAD5,2086,Blacque et al._xbox,Y53F4B.9,54
ATAT1,2087,Dey G et al.,ATAT1,14
ATAT1,2088,Li et al.,ATAT1,18
ATAT1,2089,Gabrielle Wheway,ATAT1,27
ATAT1,2090,McClintock et al.,ATAT1,29
ATE1,2091,Gabrielle Wheway,ATE1,27
ATE1,2092,McClintock et al.,ATE1,29
ATF3,2093,Alexander E. Ivliev et al,ATF3,8
ATF3,2094,Ross et al.,ATF3,22
ATF3,2095,Gabrielle Wheway,ATF3,27
ATF5,2096,Semil P. Choksi et al.,ATF5,23
ATF5,2097,Gabrielle Wheway,ATF5,27
ATF5,2098,McClintock et al.,ATF5,29
ATF7,2099,Alexander E. Ivliev et al,ATF7,8
ATF7IP2,2100,Alexander E. Ivliev et al,ATF7IP2,8
ATG10,2101,McClintock et al.,ATG10,29
ATG101,2102,Gabrielle Wheway,ATG101,27
ATG101,2103,McClintock et al.,ATG101,29
ATG12,2104,Efimenko et al.,ATG12,2
ATG12,2105,SYSCILIA Gold Standard (van Dam TJ et al.),ATG12,24
ATG12,2106,McClintock et al.,ATG12,29
ATG12,2107,Blacque et al._xbox,B0336.8,54
ATG14,2108,Cilia Carta (TJP van Dam et al.),ATG14,13
ATG14,2109,GO CC Cilium,ATG14,15
ATG16L1,2110,Efimenko et al.,ATG16L1,2
ATG16L1,2111,Phirke et al.,ATG16L1,3
ATG16L1,2112,Cilia Carta (TJP van Dam et al.),ATG16L1,13
ATG16L1,2113,GO CC Cilium,ATG16L1,15
ATG16L1,2114,Karsten Boldt et al.,ATG16L1,16
ATG16L1,2115,McClintock et al.,ATG16L1,29
ATG16L1,2116,Marshall et al.,Atg16l1,55
ATG16L1,2117,Blacque et al._xbox,F02E8.5,54
ATG2A,2118,Gabrielle Wheway,ATG2A,27
ATG2A,2119,McClintock et al.,ATG2A,29
ATG2B,2120,Karsten Boldt et al.,ATG2B,16
ATG2B,2121,Ross et al.,ATG2B,22
ATG3,2122,Liu et al.,ATG3,28
ATG4A,2123,Efimenko et al.,ATG4A,2
ATG4A,2124,Nogales-Cadenas R. et al.,ENSG00000101844,46
ATG4C,2125,Alexander E. Ivliev et al,ATG4C,8
ATG4D,2126,Gabrielle Wheway,ATG4D,27
ATG5,2127,Cilia Carta (TJP van Dam et al.),ATG5,13
ATG5,2128,GO CC Cilium,ATG5,15
ATG5,2129,Nogales-Cadenas R. et al.,ENSG00000057663,46
ATG5,2130,Roosing et al.,ATG5,57
ATG7,2131,Cilia Carta (TJP van Dam et al.),ATG7,13
ATG7,2132,GO CC Cilium,ATG7,15
ATG9B,2133,Alexander E. Ivliev et al,ATG9B,8
ATG9B,2134,Geremek M. et al. 2014,ATG9B,42
ATIC,2135,Andersen et al.,ATIC,9
ATIC,2136,Andersen et al.,ATIC,9
ATIC,2137,Gabrielle Wheway,ATIC,27
ATIC,2138,Monika-Abedin-Sigg et al.,ATIC,30
ATIC,2139,Marshall et al.,Atic,55
ATL1,2140,Alexander E. Ivliev et al,ATL1,8
ATL1,2141,Lambacher N. et al.,ATL1,17
ATL2,2142,Karsten Boldt et al.,ATL2,16
ATL3,2143,Ross et al.,ATL3,22
ATM,2144,Alexander E. Ivliev et al,ATM,8
ATM,2145,Monika-Abedin-Sigg et al.,ATM,30
ATN1,2146,Pazour et al.,ATN1,21
ATOH8,2147,Ross et al.,ATOH8,22
ATOX1,2148,Phirke et al.,ATOX1,3
ATOX1,2149,Monika-Abedin-Sigg et al.,ATOX1,30
ATP10A,2150,Gabrielle Wheway,ATP10A,27
ATP10A,2151,Yano J. et al.,ATP10A,50
ATP10B,2152,Ross et al.,ATP10B,22
ATP10B,2153,Fritz-Laylin L.K. et Cande,ATP10B,49
ATP10B,2154,Marshall et al.,Atp10b,55
ATP10B,2155,Blacque et al._xbox,T24H7.5b,54
ATP11A,2156,Mayer et al. 2009,ATP11A,19
ATP11B,2157,Pazour et al.,ATP11B,21
ATP11B,2158,Monika-Abedin-Sigg et al.,ATP11B,30
ATP12A,2159,Alexander E. Ivliev et al,ATP12A,8
ATP12A,2160,Pazour et al.,ATP12A,21
ATP12A,2161,Ross et al.,ATP12A,22
ATP12A,2162,Gabrielle Wheway,ATP12A,27
ATP12A,2163,Lauwaet T. et al.,GL50803_96670-t26_1,40
ATP13A1,2164,McClintock et al.,ATP13A1,29
ATP13A2,2165,Marshall et al.,Atp13a2,55
ATP13A3,2166,Blacque et al._xbox,K07E3.7,54
ATP13A3,2167,Blacque et al._xbox,Y59H11AR.2b,54
ATP13A5,2168,Mayer et al. 2009,ATP13A5,19
ATP13A5,2169,Gabrielle Wheway,ATP13A5,27
ATP13A5,2170,Marshall et al.,Atp13a5,55
ATP1A1,2171,Mayer et al. 2009,ATP1A1,19
ATP1A1,2172,Gabrielle Wheway,ATP1A1,27
ATP1A1,2173,Liu et al.,ATP1A1,28
ATP1A1,2174,Mayer et al. 2008,ATP1A1,51
ATP1A2,2175,Liu et al.,ATP1A2,28
ATP1A2,2176,Yano J. et al.,ATP1A2,50
ATP1A3,2177,Mayer et al. 2009,ATP1A3,19
ATP1A3,2178,Liu et al.,ATP1A3,28
ATP1A3,2179,Mayer et al. 2008,ATP1A3,51
ATP1A4,2180,Liu et al.,ATP1A4,28
ATP1B1,2181,Alexander E. Ivliev et al,ATP1B1,8
ATP1B1,2182,Mayer et al. 2009,ATP1B1,19
ATP1B1,2183,Liu et al.,ATP1B1,28
ATP1B1,2184,Monika-Abedin-Sigg et al.,ATP1B1,30
ATP1B1,2185,Mayer et al. 2008,ATP1B1,51
ATP1B2,2186,Liu et al.,ATP1B2,28
ATP1B3,2187,Mayer et al. 2009,ATP1B3,19
ATP1B3,2188,Liu et al.,ATP1B3,28
ATP1B3,2189,Mayer et al. 2008,ATP1B3,51
ATP2A1,2190,Phirke et al.,ATP2A1,3
ATP2A1,2191,Monika-Abedin-Sigg et al.,ATP2A1,30
ATP2A2,2192,Bayesian (TJP van Dam et al.),ATP2A2,11
ATP2A2,2193,Cilia Carta (TJP van Dam et al.),ATP2A2,13
ATP2A2,2194,Mayer et al. 2009,ATP2A2,19
ATP2A2,2195,Liu et al.,ATP2A2,28
ATP2A2,2196,Mayer et al. 2008,ATP2A2,51
ATP2A3,2197,Mayer et al. 2009,ATP2A3,19
ATP2A3,2198,Ross et al.,ATP2A3,22
ATP2A3,2199,SYSCILIA Gold Standard (van Dam TJ et al.),ATP2A3,24
ATP2A3,2200,Yano J. et al.,ATP2A3,50
ATP2A3,2201,Mayer et al. 2008,ATP2A3,51
ATP2B1,2202,Alexander E. Ivliev et al,ATP2B1,8
ATP2B1,2203,Mayer et al. 2009,ATP2B1,19
ATP2B1,2204,Pazour et al.,ATP2B1,21
ATP2B1,2205,Liu et al.,ATP2B1,28
ATP2B1,2206,Yano J. et al.,ATP2B1,50
ATP2B1,2207,Mayer et al. 2008,ATP2B1,51
ATP2B2,2208,Cilia Carta (TJP van Dam et al.),ATP2B2,13
ATP2B2,2209,GO CC Cilium,ATP2B2,15
ATP2B2,2210,Karsten Boldt et al.,ATP2B2,16
ATP2B2,2211,Pazour et al.,ATP2B2,21
ATP2B2,2212,Liu et al.,ATP2B2,28
ATP2B2,2213,Yano J. et al.,ATP2B2,50
ATP2B3,2214,Liu et al.,ATP2B3,28
ATP2B3,2215,Monika-Abedin-Sigg et al.,ATP2B3,30
ATP2B3,2216,Boesger J et al.,ATP2B3,37
ATP2B3,2217,Fritz-Laylin L.K. et Cande,ATP2B3,49
ATP2B3,2218,Yano J. et al.,ATP2B3,50
ATP2B4,2219,Cilia Carta (TJP van Dam et al.),ATP2B4,13
ATP2B4,2220,GO CC Cilium,ATP2B4,15
ATP2B4,2221,Liu et al.,ATP2B4,28
ATP2B4,2222,Lauwaet T. et al.,GL50803_32658-t26_1,40
ATP2B4,2223,Yano J. et al.,ATP2B4,50
ATP2C1,2224,Ross et al.,ATP2C1,22
ATP2C1,2225,Liu et al.,ATP2C1,28
ATP4B,2226,Alexander E. Ivliev et al,ATP4B,8
ATP4B,2227,Geremek M. et al. 2011,ATP4B,41
ATP5F1A,2228,Kilburn et al.,ATP5A1,1
ATP5F1A,2229,Hannah Müller et al.,ATP5A1,6
ATP5F1A,2230,SYSCILIA Gold Standard (van Dam TJ et al.),ATP5A1,24
ATP5F1A,2231,McClintock et al.,ATP5A1,29
ATP5F1A,2243,Andersen et al.,ATP5F1A,9
ATP5F1A,2244,Andersen et al.,ATP5F1A,9
ATP5F1A,2245,Mayer et al. 2008,ATP5F1A,51
ATP5F1A,2246,Blacque et al._sage,H28O16.1a,59
ATP5F1B,2232,Kilburn et al.,ATP5B,1
ATP5F1B,2233,Hannah Müller et al.,ATP5B,6
ATP5F1B,2247,Andersen et al.,ATP5F1B,9
ATP5F1B,2248,Andersen et al.,ATP5F1B,9
ATP5F1B,2249,Mayer et al. 2008,ATP5F1B,51
ATP5F1B,2250,Nakachi M. et al.,XP_002128220,39
ATP5F1C,2234,Kilburn et al.,ATP5C1,1
ATP5F1C,2235,McClintock et al.,ATP5C1,29
ATP5F1C,2236,Monika-Abedin-Sigg et al.,ATP5C1,30
ATP5F1D,2237,Gabrielle Wheway,ATP5D,27
ATP5F1D,2238,Monika-Abedin-Sigg et al.,ATP5D,30
ATP5F1D,2239,Broadhead et al.,ATP5D,32
ATP5F1E,2240,Karsten Boldt et al.,ATP5E,16
ATP5IF1,2362,Lambacher N. et al.,ATPIF1,17
ATP5IF1,2363,Monika-Abedin-Sigg et al.,ATPIF1,30
ATP5IF1,2364,Geremek M. et al. 2011,ATPIF1,41
ATP5MC2,2258,Alexander E. Ivliev et al,ATP5MC2,8
ATP5ME,2253,Laurençon et al.,ATP5I,7
ATP5ME,2254,Karsten Boldt et al.,ATP5I,16
ATP5ME,2260,Hodges ME. et al.,RHP1,38
ATP5MG,2256,McClintock et al.,ATP5L,29
ATP5MG,2257,Monika-Abedin-Sigg et al.,ATP5L,30
ATP5MG,2261,Alexander E. Ivliev et al,ATP5MG,8
ATP5MG,2262,Andersen et al.,NP_006467,9
ATP5MG,2263,Blacque et al._xbox,K07A12.3,54
ATP5MK,2259,Andersen et al.,NP_116136,9
ATP5MK,30460,Gabrielle Wheway,USMG5,27
ATP5MK,30461,Monika-Abedin-Sigg et al.,USMG5,30
ATP5PB,2241,Gabrielle Wheway,ATP5F1,27
ATP5PB,2242,Monika-Abedin-Sigg et al.,ATP5F1,30
ATP5PB,2267,Mayer et al. 2008,ATP5PB,51
ATP5PD,2251,Karsten Boldt et al.,ATP5H,16
ATP5PD,2252,Monika-Abedin-Sigg et al.,ATP5H,30
ATP5PD,2268,Mayer et al. 2008,ATP5PD,51
ATP5PF,2255,Monika-Abedin-Sigg et al.,ATP5J,30
ATP5PF,2269,Hodges ME. et al.,FAP66,38
ATP5PO,2264,Kilburn et al.,ATP5O,1
ATP5PO,2265,Karsten Boldt et al.,ATP5O,16
ATP5PO,2266,Monika-Abedin-Sigg et al.,ATP5O,30
ATP6AP1,2274,Gabrielle Wheway,ATP6AP1,27
ATP6AP2,2275,Efimenko et al.,ATP6AP2,2
ATP6AP2,2276,McClintock et al.,ATP6AP2,29
ATP6V0A1,2277,Liu et al.,ATP6V0A1,28
ATP6V0A1,2278,Mayer et al. 2008,ATP6V0A1,51
ATP6V0A4,2279,Geremek M. et al. 2011,ATP6V0A4,41
ATP6V0A4,2280,Geremek M. et al. 2014,ATP6V0A4,42
ATP6V0C,2281,Gabrielle Wheway,ATP6V0C,27
Atp6v0d1,2282,Ostrowski et al.,U21549,20
ATP6V0D1,2283,Cilia Carta (TJP van Dam et al.),ATP6V0D1,13
ATP6V0D1,2284,GO CC Cilium,ATP6V0D1,15
ATP6V0D1,2285,SYSCILIA Gold Standard (van Dam TJ et al.),ATP6V0D1,24
ATP6V0D1,2286,Gabrielle Wheway,ATP6V0D1,27
ATP6V0D1,2287,Liu et al.,ATP6V0D1,28
ATP6V0D1,2288,McClintock et al.,ATP6V0D1,29
ATP6V0D1,2289,Mayer et al. 2008,ATP6V0D1,51
ATP6V0D1,2290,Marshall et al.,Atp6v0d1,55
ATP6V0D1,2291,Blacque et al._xbox,C30F8.2,54
ATP6V0D2,2292,Gabrielle Wheway,ATP6V0D2,27
ATP6V0E2,2293,Alexander E. Ivliev et al,ATP6V0E2,8
ATP6V0E2-AS1,2294,Alexander E. Ivliev et al,ATP6V0E2-AS1,8
ATP6V1A,2295,Kilburn et al.,ATP6V1A,1
ATP6V1A,2296,Hannah Müller et al.,ATP6V1A,6
ATP6V1A,2297,Liu et al.,ATP6V1A,28
ATP6V1A,2298,McClintock et al.,ATP6V1A,29
ATP6V1A,2299,Monika-Abedin-Sigg et al.,ATP6V1A,30
ATP6V1A,2300,Fritz-Laylin L.K. et Cande,ATP6V1A,49
ATP6V1B1,2301,Ross et al.,ATP6V1B1,22
ATP6V1B1,2302,SYSCILIA Gold Standard (van Dam TJ et al.),ATP6V1B1,24
ATP6V1B2,2303,Kilburn et al.,ATP6V1B2,1
ATP6V1B2,2304,Pazour et al.,ATP6V1B2,21
ATP6V1B2,2305,Gabrielle Wheway,ATP6V1B2,27
ATP6V1B2,2306,Liu et al.,ATP6V1B2,28
ATP6V1B2,2307,McClintock et al.,ATP6V1B2,29
ATP6V1B2,2308,Monika-Abedin-Sigg et al.,ATP6V1B2,30
ATP6V1B2,2309,Fritz-Laylin L.K. et Cande,ATP6V1B2,49
ATP6V1B2,2310,Mayer et al. 2008,ATP6V1B2,51
ATP6V1C1,2311,Bayesian (TJP van Dam et al.),ATP6V1C1,11
ATP6V1C1,2312,Cilia Carta (TJP van Dam et al.),ATP6V1C1,13
ATP6V1C1,2313,Ross et al.,ATP6V1C1,22
ATP6V1C1,2314,Liu et al.,ATP6V1C1,28
ATP6V1C1,2315,Mayer et al. 2008,ATP6V1C1,51
ATP6V1C1,2316,Marshall et al.,Atp6v1c1,55
ATP6V1C2,2317,Ross et al.,ATP6V1C2,22
ATP6V1D,2318,Alexander E. Ivliev et al,ATP6V1D,8
ATP6V1D,2319,Cilia Carta (TJP van Dam et al.),ATP6V1D,13
ATP6V1D,2320,GO CC Cilium,ATP6V1D,15
ATP6V1D,2321,Liu et al.,ATP6V1D,28
ATP6V1D,2322,Mayer et al. 2008,ATP6V1D,51
ATP6V1E1,2323,Pazour et al.,ATP6V1E1,21
ATP6V1E1,2324,Gabrielle Wheway,ATP6V1E1,27
ATP6V1E1,2325,Liu et al.,ATP6V1E1,28
ATP6V1E1,2326,McClintock et al.,ATP6V1E1,29
ATP6V1E1,2327,Monika-Abedin-Sigg et al.,ATP6V1E1,30
ATP6V1E1,2328,Mayer et al. 2008,ATP6V1E1,51
ATP6V1E2,2329,Alexander E. Ivliev et al,ATP6V1E2,8
ATP6V1E2,2330,Gabrielle Wheway,ATP6V1E2,27
ATP6V1F,2331,Liu et al.,ATP6V1F,28
ATP6V1F,2332,McClintock et al.,ATP6V1F,29
ATP6V1F,2333,Blacque et al._xbox,ZK970.4,54
ATP6V1G1,2334,Liu et al.,ATP6V1G1,28
ATP6V1G2,2335,Pazour et al.,ATP6V1G2,21
ATP6V1H,2336,Alexander E. Ivliev et al,ATP6V1H,8
ATP6V1H,2337,Liu et al.,ATP6V1H,28
ATP6V1H,2338,Mayer et al. 2008,ATP6V1H,51
ATP6V1H,2339,Marshall et al.,Atp6v1h,55
ATP7B,2340,Pazour et al.,ATP7B,21
ATP7B,2341,Ross et al.,ATP7B,22
ATP8A1,2342,Laurençon et al.,ATP8A1,7
ATP8A1,2343,Kim J. et al.,ATP8A1,44
ATP8A1,2344,Yano J. et al.,ATP8A1,50
ATP8A2,2345,Cilia Carta (TJP van Dam et al.),ATP8A2,13
ATP8A2,2346,GO CC Cilium,ATP8A2,15
ATP8A2,2347,Liu et al.,ATP8A2,28
ATP8A2,2348,Yano J. et al.,ATP8A2,50
ATP8B2,2349,Alexander E. Ivliev et al,ATP8B2,8
ATP8B2,2350,Ross et al.,ATP8B2,22
ATP8B2,2351,Monika-Abedin-Sigg et al.,ATP8B2,30
ATP8B2,2352,Yano J. et al.,ATP8B2,50
ATP8B3,2353,McClintock et al.,ATP8B3,29
ATP8B3,2354,Ramona A. Hoh et al.,ATP8B3,31
ATP8B5P,2355,Alexander E. Ivliev et al,ATP8B5P,8
ATP9A,2356,Gabrielle Wheway,ATP9A,27
ATP9A,2357,Geremek M. et al. 2014,ATP9A,42
ATP9A,2358,Blacque et al._xbox,F36H2.1b,54
ATP9B,2359,McClintock et al.,ATP9B,29
ATP9B,2360,Roosing et al.,ATP9B,57
atpD,2361,Ostrowski et al.,P42466,20
ATR,2365,Alexander E. Ivliev et al,ATR,8
ATR,2366,Ross et al.,ATR,22
ATR,2367,SYSCILIA Gold Standard (van Dam TJ et al.),ATR,24
ATR,2368,Ramona A. Hoh et al.,ATR,31
ATR,2369,Nogales-Cadenas R. et al.,ENSG00000175054,46
ATR,2370,Marshall et al.,Atr,55
ATRN,2371,Phirke et al.,ATRN,3
ATRNL1,2372,Efimenko et al.,ATRNL1,2
ATRNL1,2373,Lambacher N. et al.,ATRNL1,17
ATRNL1,2374,Pazour et al.,ATRNL1,21
ATRNL1,2375,McClintock et al.,ATRNL1,29
ATRX,2376,Karsten Boldt et al.,ATRX,16
ATX2L,2377,David U. Mick et al.,ATX2L,26
ATXN1,2378,Semil P. Choksi et al.,ATXN1,23
ATXN1,2379,Gabrielle Wheway,ATXN1,27
ATXN1,2380,Geremek M. et al. 2014,ATXN1,42
ATXN10,2381,Cilia Carta (TJP van Dam et al.),ATXN10,13
ATXN10,2382,GO CC Cilium,ATXN10,15
ATXN10,2383,Karsten Boldt et al.,ATXN10,16
ATXN10,2384,Lambacher N. et al.,ATXN10,17
ATXN10,2385,Ross et al.,ATXN10,22
ATXN10,2386,SYSCILIA Gold Standard (van Dam TJ et al.),ATXN10,24
ATXN10,2387,Liu et al.,ATXN10,28
ATXN2,2388,Hannah Müller et al.,ATXN2,6
ATXN2,2389,Liu et al.,ATXN2,28
ATXN2L,2390,Hannah Müller et al.,ATXN2L,6
ATXN2L,2391,Liu et al.,ATXN2L,28
ATXN3,2392,Arnaiz O. et al.,GSPATT00016962001,53
ATXN7L1,2393,Alexander E. Ivliev et al,ATXN7L1,8
ATXN7L1,2394,Roosing et al.,ATXN7L1,57
AU016693,2395,Liu et al.,AU016693,28
AU019823,2396,Monika-Abedin-Sigg et al.,AU019823,30
AU024582,2397,Liu et al.,AU024582,28
AU042671,2398,Liu et al.,AU042671,28
AU045404,2399,Liu et al.,AU045404,28
AUH,2400,Monika-Abedin-Sigg et al.,AUH,30
AUNIP,2401,Broadhead et al.,AUNIP,32
AUNIP,2402,Jakobsen L. et al.,AUNIP,43
AUNIP,2403,Nogales-Cadenas R. et al.,ENSG00000127423,46
AURKA,2404,Phirke et al.,AURKA,3
AURKA,2405,Hannah Müller et al.,AURKA,6
AURKA,2406,Ross et al.,AURKA,22
AURKA,2407,Gabrielle Wheway,AURKA,27
AURKA,2408,Jakobsen L. et al.,AURKA,43
AURKA,2409,Nogales-Cadenas R. et al.,ENSG00000087586,46
AURKA,2410,Marshall et al.,Aurka,55
AURKB,2411,Hannah Müller et al.,AURKB,6
AURKB,2412,Karsten Boldt et al.,AURKB,16
AURKB,2413,Ross et al.,AURKB,22
AURKB,2414,Nogales-Cadenas R. et al.,ENSG00000178999,46
AURKC,2415,Hannah Müller et al.,AURKC,6
AURKC,2416,Geremek M. et al. 2011,AURKC,41
AURKC,2417,Nogales-Cadenas R. et al.,ENSG00000105146,46
AVEN,2418,Bechstedt et al.,AVEN,5
AVEN,2419,Nogales-Cadenas R. et al.,ENSG00000169857,46
AVIL,2420,Alexander E. Ivliev et al,AVIL,8
AVIL,2421,Monika-Abedin-Sigg et al.,AVIL,30
AVIL,2422,Kim J. et al.,AVIL,44
AVPR1A,2423,Efimenko et al.,AVPR1A,2
AVPR1A,2424,Semil P. Choksi et al.,AVPR1A,23
AVPR1B,2425,Blacque et al._xbox,F13D2.2,54
AW456874,2426,Ramona A. Hoh et al.,AW456874,31
AW551984,2427,McClintock et al.,AW551984,29
AWAT1,2428,Kim J. et al.,AWAT1,44
AWAT2,2429,Gabrielle Wheway,AWAT2,27
AXDND1,2430,Alexander E. Ivliev et al,AXDND1,8
AXDND1,2431,Semil P. Choksi et al.,AXDND1,23
AXDND1,2432,Monika-Abedin-Sigg et al.,AXDND1,30
AXIN2,2433,Efimenko et al.,AXIN2,2
AXIN2,2434,Ross et al.,AXIN2,22
AXL,2435,Ross et al.,AXL,22
AXL,30265,David U. Mick et al.,UFO,26
AY761185,2436,Gabrielle Wheway,AY761185,27
AZGP1,2437,Alexander E. Ivliev et al,AZGP1,8
AZGP1,2438,Ross et al.,AZGP1,22
AZGP1P1,2439,Ross et al.,AZGP1P1,22
