Gene1ID	Gene1Symbol	Gene2Symbol	Gene1SpeciesName
1304825	Fam136a	FAM136A	Rattus norvegicus
1309807	Fam13a	FAM13A	Rattus norvegicus
1889842	Fam13a	FAM13A	Mus musculus
ZDB-GENE-050208-102	fam13a	FAM13A	Danio rerio
ZDB-GENE-030131-4913	fam13b	FAM13B	Danio rerio
2447834	Fam13b	FAM13B	Mus musculus
1310484	Fam13b	FAM13B	Rattus norvegicus
ZDB-GENE-121214-333	si:ch73-51i5.2	FAM13C	Danio rerio
FBgn0028494	CG6424	FAM13C	Drosophila melanogaster
1918971	Fam13c	FAM13C	Mus musculus
1310149	Fam13c	FAM13C	Rattus norvegicus
1586153	Fam149a	FAM149A	Rattus norvegicus
2387177	Fam149a	FAM149A	Mus musculus
ZDB-GENE-081107-36	fam149a	FAM149A	Danio rerio
1359592	Fam149b1	FAM149B1	Rattus norvegicus
2145567	Fam149b	FAM149B1	Mus musculus
ZDB-GENE-070112-2102	fam149b1	FAM149B1	Danio rerio
1359194	Fam151a	FAM151A	Rattus norvegicus
2657115	Fam151a	FAM151A	Mus musculus
ZDB-GENE-070705-105	fam151a	FAM151A	Danio rerio
1561110	Fam151b	FAM151B	Rattus norvegicus
1921192	Fam151b	FAM151B	Mus musculus
FBgn0031968	CG7231	FAM151B	Drosophila melanogaster
ZDB-GENE-040801-38	fam151b	FAM151B	Danio rerio
WBGene00012184	mnr-1	FAM151B	Caenorhabditis elegans
1559498	Fam155a	FAM155A	Rattus norvegicus
2142765	Fam155a	FAM155A	Mus musculus
FBgn0053988	Mid1	FAM155A	Drosophila melanogaster
ZDB-GENE-090313-34	fam155a	FAM155A	Danio rerio
1584125	Fam155b	FAM155B	Rattus norvegicus
3648377	Tmem28	FAM155B	Mus musculus
FBgn0053988	Mid1	FAM155B	Drosophila melanogaster
ZDB-GENE-060526-303	fam155b	FAM155B	Danio rerio
1584469	Fam156b	FAM156B	Rattus norvegicus
1923420	Tmem29	FAM156B	Mus musculus
WBGene00015485	C05D11.8	FAM160A1	Caenorhabditis elegans
ZDB-GENE-090312-132	fam160a1a	FAM160A1	Danio rerio
FBgn0025681	CG3558	FAM160A1	Drosophila melanogaster
2444746	Fam160a1	FAM160A1	Mus musculus
1565007	Fam160a1	FAM160A1	Rattus norvegicus
WBGene00015485	C05D11.8	FAM160A2	Caenorhabditis elegans
ZDB-GENE-070912-291	fam160a2	FAM160A2	Danio rerio
FBgn0025681	CG3558	FAM160A2	Drosophila melanogaster
1921599	Fam160a2	FAM160A2	Mus musculus
1359585	Fam160a2	FAM160A2	Rattus norvegicus
1306116	Fam160b1	FAM160B1	Rattus norvegicus
ZDB-GENE-070424-63	fam160b1	FAM160B1	Danio rerio
2147545	Fam160b1	FAM160B1	Mus musculus
1308870	Fam160b2	FAM160B2	Rattus norvegicus
ZDB-GENE-061110-76	fam160b2	FAM160B2	Danio rerio
3036290	Fam160b2	FAM160B2	Mus musculus
1304999	Fam161a	FAM161A	Rattus norvegicus
1921123	Fam161a	FAM161A	Mus musculus
ZDB-GENE-110310-1	fam161a	FAM161A	Danio rerio
WBGene00012626	famh-161	FAM161B	Caenorhabditis elegans
ZDB-GENE-120928-1	fam161b	FAM161B	Danio rerio
2443027	Fam161b	FAM161B	Mus musculus
1309058	Fam161b	FAM161B	Rattus norvegicus
WBGene00010879	taap-1	FAM162A	Caenorhabditis elegans
ZDB-GENE-030131-8307	fam162a	FAM162A	Danio rerio
FBgn0036887	CG9231	FAM162A	Drosophila melanogaster
1917436	Fam162a	FAM162A	Mus musculus
1590883	Fam162a	FAM162A	Rattus norvegicus
1924546	Fam162b	FAM162B	Mus musculus
WBGene00010879	taap-1	FAM162B	Caenorhabditis elegans
ZDB-GENE-070912-416	si:dkey-193b15.8	FAM163A	Danio rerio
3618859	Fam163a	FAM163A	Mus musculus
1565760	Fam163a	FAM163A	Rattus norvegicus
ZDB-GENE-091204-96	fam163ba	FAM163B	Danio rerio
1926106	Fam163b	FAM163B	Mus musculus
1597714	Fam163b	FAM163B	Rattus norvegicus
3605773	Fam166a	FAM166A	Mus musculus
1562762	Fam166a	FAM166A	Rattus norvegicus
ZDB-GENE-070209-41	fam166b	FAM166B	Danio rerio
FBgn0033610	CG18335	FAM166B	Drosophila melanogaster
2445194	Fam166b	FAM166B	Mus musculus
2318060	Fam166b	FAM166B	Rattus norvegicus
1559683	Fam166c	FAM166C	Rattus norvegicus
1922684	Fam166c	FAM166C	Mus musculus
ZDB-GENE-121119-1	fam166c	FAM166C	Danio rerio
ZDB-GENE-041014-11	fam167ab	FAM167A	Danio rerio
3606565	Fam167a	FAM167A	Mus musculus
1561302	Fam167a	FAM167A	Rattus norvegicus
1584589	Fam167b	FAM167B	Rattus norvegicus
2668032	Fam167b	FAM167B	Mus musculus
ZDB-GENE-131121-390	fam167b	FAM167B	Danio rerio
ZDB-GENE-060825-128	fam168a	FAM168A	Danio rerio
2442372	Fam168a	FAM168A	Mus musculus
1308929	Fam168a	FAM168A	Rattus norvegicus
ZDB-GENE-060929-180	fam168b	FAM168B	Danio rerio
2448487	Fam168b	FAM168B	Mus musculus
1583985	Fam168b	FAM168B	Rattus norvegicus
ZDB-GENE-060825-117	fam169aa	FAM169A	Danio rerio
2444268	Fam169a	FAM169A	Mus musculus
1590893	Fam169a	FAM169A	Rattus norvegicus
1585883	Fam169b	FAM169B	Rattus norvegicus
3644026	Fam169b	FAM169B	Mus musculus
ZDB-GENE-050419-217	fam169b	FAM169B	Danio rerio
2684939	Fam170a	FAM170A	Mus musculus
1565393	Fam170a	FAM170A	Rattus norvegicus
2318714	Fam170b	FAM170B	Rattus norvegicus
2145650	Fam170b	FAM170B	Mus musculus
ZDB-GENE-061208-1	fam171a1	FAM171A1	Danio rerio
2442917	Fam171a1	FAM171A1	Mus musculus
1594172	Fam171a1	FAM171A1	Rattus norvegicus
ZDB-GENE-110606-5	fam171a2a	FAM171A2	Danio rerio
2448496	Fam171a2	FAM171A2	Mus musculus
1307966	Fam171a2	FAM171A2	Rattus norvegicus
2444579	Fam171b	FAM171B	Mus musculus
1562526	Fam171b	FAM171B	Rattus norvegicus
WBGene00013561	Y75B8A.31	FAM172A	Caenorhabditis elegans
ZDB-GENE-040426-1396	fam172a	FAM172A	Danio rerio
FBgn0038013	CG10038	FAM172A	Drosophila melanogaster
1915925	Fam172a	FAM172A	Mus musculus
1305526	Fam172a	FAM172A	Rattus norvegicus
ZDB-GENE-090313-163	si:ch73-41e3.7	FAM172BP	Danio rerio
FBgn0033232	CG12159	FAM174A	Drosophila melanogaster
1914948	Fam174a	FAM174A	Mus musculus
1309973	Fam174a	FAM174A	Rattus norvegicus
1596692	Fam174b	FAM174B	Rattus norvegicus
3698178	Fam174b	FAM174B	Mus musculus
FBgn0033232	CG12159	FAM174B	Drosophila melanogaster
ZDB-GENE-050419-78	fam174b	FAM174B	Danio rerio
1562114	Fam174c	FAM174C	Rattus norvegicus
1917020	Fam174c	FAM174C	Mus musculus
FBgn0033232	CG12159	FAM174C	Drosophila melanogaster
ZDB-GENE-030131-6242	si:ch211-262i1.6	FAM174C	Danio rerio
ZDB-GENE-070928-21	fam177a1	FAM177A1	Danio rerio
FBgn0029937	CG8300	FAM177A1	Drosophila melanogaster
3714351	Fam177a2	FAM177A1	Mus musculus
2323636	Fam177a1	FAM177A1	Rattus norvegicus
7728997	Fam177b	FAM177B	Rattus norvegicus
1564591	Fam178b	FAM178B	Rattus norvegicus
3026913	Fam178b	FAM178B	Mus musculus
1308013	Fam180a	FAM180A	Rattus norvegicus
3039626	Fam180a	FAM180A	Mus musculus
11469551	Fam180b	FAM180B	Rattus norvegicus
6504274	Fam181a	FAM181A	Rattus norvegicus
3647570	Fam181a	FAM181A	Mus musculus
1564695	Fam181b	FAM181B	Rattus norvegicus
1930951	Fam181b	FAM181B	Mus musculus
1561932	Fam183a	FAM183A	Rattus norvegicus
1922679	Fam183b	FAM183A	Mus musculus
ZDB-GENE-111103-1	fam183a	FAM183A	Danio rerio
WBGene00015356	tag-278	FAM184A	Caenorhabditis elegans
ZDB-GENE-041014-214	fam184a	FAM184A	Danio rerio
1923156	Fam184a	FAM184A	Mus musculus
1311294	Fam184a	FAM184A	Rattus norvegicus
1564950	Fam184b	FAM184B	Rattus norvegicus
2442958	Fam184b	FAM184B	Mus musculus
ZDB-GENE-090313-380	fam184b	FAM184B	Danio rerio
1562135	Fam185a	FAM185A	Rattus norvegicus
2140983	Fam185a	FAM185A	Mus musculus
FBgn0034027	CG8187	FAM185A	Drosophila melanogaster
ZDB-GENE-131121-241	fam185a	FAM185A	Danio rerio
7623601	Fam186a	FAM186A	Rattus norvegicus
2685766	Fam186a	FAM186A	Mus musculus
WBGene00020732	T23E7.2	FAM186A	Caenorhabditis elegans
1559522	Fam186b	FAM186B	Rattus norvegicus
3647604	Fam186b	FAM186B	Mus musculus
1307851	FAM187A	FAM187A	Rattus norvegicus
1914034	Fam187a	FAM187A	Mus musculus
WBGene00021373	Y37E11AR.7	FAM187A	Caenorhabditis elegans
WBGene00021373	Y37E11AR.7	FAM187B	Caenorhabditis elegans
1923665	Fam187b	FAM187B	Mus musculus
1597448	Fam187b	FAM187B	Rattus norvegicus
1592985	Fam189a1	FAM189A1	Rattus norvegicus
1917888	Fam189a1	FAM189A1	Mus musculus
ZDB-GENE-040718-129	fam189a1	FAM189A1	Danio rerio
ZDB-GENE-050309-90	fam189a2	FAM189A2	Danio rerio
2685813	Fam189a2	FAM189A2	Mus musculus
1307524	Fam189a2	FAM189A2	Rattus norvegicus
ZDB-GENE-100922-197	si:dkey-7f3.9	FAM189B	Danio rerio
1915771	Fam189b	FAM189B	Mus musculus
1306107	Fam189b	FAM189B	Rattus norvegicus
ZDB-GENE-080917-25	fam193a	FAM193A	Danio rerio
FBgn0038108	CG7518	FAM193A	Drosophila melanogaster
2447768	Fam193a	FAM193A	Mus musculus
1309634	Fam193a	FAM193A	Rattus norvegicus
ZDB-GENE-111102-1	fam193b	FAM193B	Danio rerio
FBgn0038108	CG7518	FAM193B	Drosophila melanogaster
2385851	Fam193b	FAM193B	Mus musculus
1562335	Fam193b	FAM193B	Rattus norvegicus
ZDB-GENE-040808-24	fam199x	FAM199X	Danio rerio
2384304	Fam199x	FAM199X	Mus musculus
1591830	Fam199x	FAM199X	Rattus norvegicus
ZDB-GENE-040718-271	fam204a	FAM204A	Danio rerio
1289174	Fam204a	FAM204A	Mus musculus
1305500	Fam204a	FAM204A	Rattus norvegicus
2320471	Fam205a	FAM205A	Rattus norvegicus
3651059	Fam205a1	FAM205A	Mus musculus
1561387	Fam205c	FAM205C	Rattus norvegicus
2679716	Fam205c	FAM205C	Mus musculus
ZDB-GENE-060825-113	fam207a	FAM207A	Danio rerio
FBgn0035393	CG16753	FAM207A	Drosophila melanogaster
1916334	Fam207a	FAM207A	Mus musculus
1311257	Fam207a	FAM207A	Rattus norvegicus
1923676	Fam209	FAM209A	Mus musculus
1307805	Fam209	FAM209B	Rattus norvegicus
1306364	Fam20a	FAM20A	Rattus norvegicus
2388266	Fam20a	FAM20A	Mus musculus
ZDB-GENE-081022-117	fam20a	FAM20A	Danio rerio
1311162	Fam20b	FAM20B	Rattus norvegicus
ZDB-GENE-040724-125	fam20b	FAM20B	Danio rerio
FBgn0038268	CG3631	FAM20B	Drosophila melanogaster
2443990	Fam20b	FAM20B	Mus musculus
1311980	Fam20c	FAM20C	Rattus norvegicus
2136853	Fam20c	FAM20C	Mus musculus
FBgn0051145	CG31145	FAM20C	Drosophila melanogaster
ZDB-GENE-050301-4	fam20cb	FAM20C	Danio rerio
WBGene00010356	famk-1	FAM20C	Caenorhabditis elegans
WBGene00013239	Y56A3A.22	FAM210A	Caenorhabditis elegans
ZDB-GENE-030131-5627	fam210aa	FAM210A	Danio rerio
FBgn0031188	CG14613	FAM210A	Drosophila melanogaster
1914000	Fam210a	FAM210A	Mus musculus
1359600	Fam210a	FAM210A	Rattus norvegicus
1311378	Fam210b	FAM210B	Rattus norvegicus
ZDB-GENE-050913-122	fam210b	FAM210B	Danio rerio
FBgn0031504	CG15403	FAM210B	Drosophila melanogaster
1914267	Fam210b	FAM210B	Mus musculus
ZDB-GENE-050419-204	fam214a	FAM214A	Danio rerio
FBgn0033638	CG9005	FAM214A	Drosophila melanogaster
2387648	Fam214a	FAM214A	Mus musculus
1310552	Fam214a	FAM214A	Rattus norvegicus
ZDB-GENE-060526-330	fam214b	FAM214B	Danio rerio
2441854	Fam214b	FAM214B	Mus musculus
1311249	Fam214b	FAM214B	Rattus norvegicus
1310861	Fam216a	FAM216A	Rattus norvegicus
1916198	Fam216a	FAM216A	Mus musculus
1560137	Fam216b	FAM216B	Rattus norvegicus
2145738	Fam216b	FAM216B	Mus musculus
1566214	Fam217a	FAM217A	Rattus norvegicus
1919114	Fam217a	FAM217A	Mus musculus
ZDB-GENE-090313-236	fam217b	FAM217B	Danio rerio
1918782	Fam217b	FAM217B	Mus musculus
1311952	Fam217b	FAM217B	Rattus norvegicus
ZDB-GENE-040801-110	fam219aa	FAM219A	Danio rerio
1919151	Fam219a	FAM219A	Mus musculus
1588668	Fam219a	FAM219A	Rattus norvegicus
ZDB-GENE-050327-82	fam219b	FAM219B	Danio rerio
1925573	Fam219b	FAM219B	Mus musculus
1310727	Fam219b	FAM219B	Rattus norvegicus
1561923	Fam220a	FAM220A	Rattus norvegicus
1914488	Fam220a	FAM220A	Mus musculus
ZDB-GENE-050320-27	fam221a	FAM221A	Danio rerio
2442161	Fam221a	FAM221A	Mus musculus
1563175	Fam221a	FAM221A	Rattus norvegicus
2441678	Fam221b	FAM221B	Mus musculus
1310425	Fam221b	FAM221B	Rattus norvegicus
ZDB-GENE-050309-42	fam222a	FAM222A	Danio rerio
3605543	Fam222a	FAM222A	Mus musculus
1565883	Fam222a	FAM222A	Rattus norvegicus
ZDB-GENE-060526-355	fam222ba	FAM222B	Danio rerio
2384939	Fam222b	FAM222B	Mus musculus
1566149	Fam222b	FAM222B	Rattus norvegicus
1305939	Fam227a	FAM227A	Rattus norvegicus
1922979	Fam227a	FAM227A	Mus musculus
1359452	Fam227b	FAM227B	Rattus norvegicus
1923073	Fam227b	FAM227B	Mus musculus
1922105	Fam228a	FAM228A	Mus musculus
1359275	Fam228a	FAM228A	Rattus norvegicus
2324744	Fam228b	FAM228B	Rattus norvegicus
2442121	Fam228b	FAM228B	Mus musculus
ZDB-GENE-041014-83	fam228a	FAM228B	Danio rerio
1564163	Fam229a	FAM229A	Rattus norvegicus
1915483	Fam229a	FAM229A	Mus musculus
2300149	Fam229b	FAM229B	Rattus norvegicus
1913587	Fam229b	FAM229B	Mus musculus
ZDB-GENE-091204-17	fam234a	FAM234A	Danio rerio
FBgn0038725	CG6184	FAM234A	Drosophila melanogaster
2146854	Fam234a	FAM234A	Mus musculus
ZDB-GENE-030131-3308	fam234b	FAM234B	Danio rerio
FBgn0038725	CG6184	FAM234B	Drosophila melanogaster
1921775	Fam234b	FAM234B	Mus musculus
1306151	Fam234b	FAM234B	Rattus norvegicus
3645559	Gm9112	FAM236A	Mus musculus
3645559	Gm9112	FAM236B	Mus musculus
3645559	Gm9112	FAM236D	Mus musculus
9235481	Fam237a	FAM237A	Rattus norvegicus
3646213	Gm8773	FAM237B	Mus musculus
7555836	Fam240a	FAM240A	Rattus norvegicus
2685436	Fam240a	FAM240A	Mus musculus
1916130	Fam240b	FAM240B	Mus musculus
ZDB-GENE-050522-524	fam241a	FAM241A	Danio rerio
1917867	Fam241a	FAM241A	Mus musculus
1593351	Fam241a	FAM241A	Rattus norvegicus
1917144	Fam241b	FAM241B	Mus musculus
1305587	Fam241b	FAM241B	Rattus norvegicus
1560327	Fam243a	FAM243B	Rattus norvegicus
1922578	Fam243	FAM243B	Mus musculus
1560948	Fam24a	FAM24A	Rattus norvegicus
1915473	Fam24a	FAM24A	Mus musculus
1584388	Fam25a	FAM25BP	Rattus norvegicus
1916384	Fam25c	FAM25BP	Mus musculus
WBGene00010479	K01G5.8	FAM32A	Caenorhabditis elegans
ZDB-GENE-040704-44	fam32a	FAM32A	Danio rerio
FBgn0031603	CG15432	FAM32A	Drosophila melanogaster
1915172	Fam32a	FAM32A	Mus musculus
1561287	Fam32a	FAM32A	Rattus norvegicus
1562076	Fam3a	FAM3A	Rattus norvegicus
1913544	Fam3a	FAM3A	Mus musculus
WBGene00019786	M70.4	FAM3A	Caenorhabditis elegans
ZDB-GENE-040426-1772	fam3a	FAM3A	Danio rerio
1270150	Fam3b	FAM3B	Mus musculus
1311662	Fam3b	FAM3B	Rattus norvegicus
735193	Fam3c	FAM3C	Rattus norvegicus
WBGene00019786	M70.4	FAM3C	Caenorhabditis elegans
ZDB-GENE-030131-6137	fam3c	FAM3C	Danio rerio
107892	Fam3c	FAM3C	Mus musculus
1305512	Fam3d	FAM3D	Rattus norvegicus
ZDB-GENE-050809-90	si:dkeyp-67f1.2	FAM3D	Danio rerio
1201784	Fam3d	FAM3D	Mus musculus
2676309	Fam43a	FAM43A	Mus musculus
FBgn0037720	CG8312	FAM43A	Drosophila melanogaster
ZDB-GENE-030131-6098	fam43a	FAM43A	Danio rerio
1560959	Fam43b	FAM43B	Rattus norvegicus
3651622	Fam43b	FAM43B	Mus musculus
FBgn0037720	CG8312	FAM43B	Drosophila melanogaster
WBGene00009930	F52D10.2	FAM43B	Caenorhabditis elegans
ZDB-GENE-040912-11	fam43b	FAM43B	Danio rerio
2324262	Fam47a	FAM47A	Rattus norvegicus
1918114	Fam47c	FAM47C	Mus musculus
1585459	Fam47e	FAM47E	Rattus norvegicus
ZDB-GENE-061201-24	zgc:158260	FAM47E-STBD1	Danio rerio
2686227	Fam47e	FAM47E-STBD1	Mus musculus
6500228	LOC100910130	FAM50A	Rattus norvegicus
1351626	Fam50a	FAM50A	Mus musculus
FBgn0039557	CG12259	FAM50A	Drosophila melanogaster
ZDB-GENE-050417-110	fam50a	FAM50A	Danio rerio
WBGene00008143	C47E8.4	FAM50A	Caenorhabditis elegans
1351640	Fam50b	FAM50B	Mus musculus
1563458	Fam50b	FAM50B	Rattus norvegicus
1563315	Fam53a	FAM53A	Rattus norvegicus
1919225	Fam53a	FAM53A	Mus musculus
ZDB-GENE-040426-2495	fam53b	FAM53B	Danio rerio
1925188	Fam53b	FAM53B	Mus musculus
1310799	Fam53b	FAM53B	Rattus norvegicus
ZDB-GENE-091027-2	fam53c	FAM53C	Danio rerio
1913556	Fam53c	FAM53C	Mus musculus
1593851	Fam53c	FAM53C	Rattus norvegicus
1561646	Fam71a	FAM71A	Rattus norvegicus
3588202	Fam71a	FAM71A	Mus musculus
1563555	Fam71b	FAM71B	Rattus norvegicus
3650836	Fam71b	FAM71B	Mus musculus
1564393	Fam71d	FAM71D	Rattus norvegicus
1918147	Fam71d	FAM71D	Mus musculus
1311142	Fam71e1	FAM71E1	Rattus norvegicus
1922788	Fam71e1	FAM71E1	Mus musculus
1310169	Fam71e2	FAM71E2	Rattus norvegicus
3045311	Fam71e2	FAM71E2	Mus musculus
1564147	Fam71f1	FAM71F1	Rattus norvegicus
3032524	Fam71f1	FAM71F1	Mus musculus
1561814	Fam71f2	FAM71F2	Rattus norvegicus
2141439	Fam71f2	FAM71F2	Mus musculus
ZDB-GENE-050320-120	zgc:101564	FAM72A	Danio rerio
1919669	Fam72a	FAM72A	Mus musculus
1598023	Fam72a	FAM72A	Rattus norvegicus
WBGene00019399	K04F10.7	FAM76A	Caenorhabditis elegans
FBgn0035981	CG4452	FAM76A	Drosophila melanogaster
2385211	Fam76a	FAM76A	Mus musculus
1305162	Fam76a	FAM76A	Rattus norvegicus
WBGene00019399	K04F10.7	FAM76B	Caenorhabditis elegans
ZDB-GENE-030131-6955	fam76b	FAM76B	Danio rerio
FBgn0035981	CG4452	FAM76B	Drosophila melanogaster
1920076	Fam76b	FAM76B	Mus musculus
1311077	Fam76b	FAM76B	Rattus norvegicus
ZDB-GENE-080220-25	fam78ab	FAM78A	Danio rerio
2443569	Fam78a	FAM78A	Mus musculus
1566351	Fam78a	FAM78A	Rattus norvegicus
ZDB-GENE-030131-7811	fam78bb	FAM78B	Danio rerio
2443050	Fam78b	FAM78B	Mus musculus
1564387	Fam78b	FAM78B	Rattus norvegicus
1924136	Fam81a	FAM81A	Mus musculus
1311958	Fam81a	FAM81A	Rattus norvegicus
ZDB-GENE-130530-586	fam81b	FAM81B	Danio rerio
2685122	Fam81b	FAM81B	Mus musculus
1561830	Fam81b	FAM81B	Rattus norvegicus
2447773	Fam83a	FAM83A	Mus musculus
1565606	Fam83a	FAM83A	Rattus norvegicus
ZDB-GENE-030131-7066	fam83b	FAM83B	Danio rerio
2685362	Fam83b	FAM83B	Mus musculus
1311988	Fam83b	FAM83B	Rattus norvegicus
ZDB-GENE-120201-3	fam83c	FAM83C	Danio rerio
1918655	Fam83c	FAM83C	Mus musculus
1585687	Fam83c	FAM83C	Rattus norvegicus
ZDB-GENE-041111-264	fam83d	FAM83D	Danio rerio
1919128	Fam83d	FAM83D	Mus musculus
1565583	Fam83d	FAM83D	Rattus norvegicus
ZDB-GENE-141215-21	fam83e	FAM83E	Danio rerio
1921063	Fam83e	FAM83E	Mus musculus
1309316	Fam83e	FAM83E	Rattus norvegicus
ZDB-GENE-090624-5	fam83fa	FAM83F	Danio rerio
ZDB-GENE-041114-194	fam83fb	FAM83F	Danio rerio
2146227	Fam83f	FAM83F	Mus musculus
1562089	Fam83f	FAM83F	Rattus norvegicus
1916890	Fam83g	FAM83G	Mus musculus
2322345	Fam83g	FAM83G	Rattus norvegicus
ZDB-GENE-030131-6729	fam83hb	FAM83H	Danio rerio
2145900	Fam83h	FAM83H	Mus musculus
1305866	Fam83h	FAM83H	Rattus norvegicus
1309879	Fam89a	FAM89A	Rattus norvegicus
1916877	Fam89a	FAM89A	Mus musculus
FBgn0051038	CG31038	FAM89A	Drosophila melanogaster
ZDB-GENE-091204-269	fam89b	FAM89B	Danio rerio
FBgn0085470	lmgB	FAM89B	Drosophila melanogaster
106595	Fam89b	FAM89B	Mus musculus
1311544	Fam89b	FAM89B	Rattus norvegicus
WBGene00018593	F48B9.8	FAM8A1	Caenorhabditis elegans
ZDB-GENE-141216-66	fam8a1a	FAM8A1	Danio rerio
FBgn0033350	CG8237	FAM8A1	Drosophila melanogaster
2145496	Fam8a1	FAM8A1	Mus musculus
1307845	Fam8a1	FAM8A1	Rattus norvegicus
2318111	Fam90a1	FAM90A1	Rattus norvegicus
1921682	Fam90a1b	FAM90A23P	Mus musculus
WBGene00009366	F33H2.2	FAM91A1	Caenorhabditis elegans
ZDB-GENE-040426-1187	fam91a1	FAM91A1	Danio rerio
FBgn0064766	CG7600	FAM91A1	Drosophila melanogaster
1277178	Fam91a1	FAM91A1	Mus musculus
1586304	Fam91a1	FAM91A1	Rattus norvegicus
9147085	Fam95c	FAM95C	Rattus norvegicus
WBGene00044326	tag-322	FAM98A	Caenorhabditis elegans
ZDB-GENE-091202-6	fam98a	FAM98A	Danio rerio
FBgn0039385	CG5913	FAM98A	Drosophila melanogaster
1919972	Fam98a	FAM98A	Mus musculus
1305486	Fam98a	FAM98A	Rattus norvegicus
ZDB-GENE-061201-63	fam98b	FAM98B	Danio rerio
1915465	Fam98b	FAM98B	Mus musculus
1564603	Fam98b	FAM98B	Rattus norvegicus
ZDB-GENE-041111-49	im:7138535	FAM98C	Danio rerio
1921083	Fam98c	FAM98C	Mus musculus
1303117	Fam98c	FAM98C	Rattus norvegicus
2324027	LOC100366231	FAM9A	Rattus norvegicus
3574099	Xlr4c	FAM9B	Mus musculus
1350975	Xlr4b	FAM9B	Mus musculus
3574109	Xlr5b	FAM9B	Mus musculus
3574098	Xlr4a	FAM9B	Mus musculus
109505	Xlr3b	FAM9B	Mus musculus
1565442	Xlr4a	FAM9C	Rattus norvegicus
109506	Xlr3a	FAM9C	Mus musculus
3574108	Xlr5a	FAM9C	Mus musculus
1350981	Xlr5c	FAM9C	Mus musculus
1566323	Fan1	FAN1	Rattus norvegicus
3045266	Fan1	FAN1	Mus musculus
ZDB-GENE-030131-6225	fan1	FAN1	Danio rerio
WBGene00015310	fan-1	FAN1	Caenorhabditis elegans
1311380	Fanca	FANCA	Rattus norvegicus
1341823	Fanca	FANCA	Mus musculus
ZDB-GENE-060508-1	fanca	FANCA	Danio rerio
1561555	Fancb	FANCB	Rattus norvegicus
2448558	Fancb	FANCB	Mus musculus
ZDB-GENE-060510-1	fancb	FANCB	Danio rerio
2593	Fancc	FANCC	Rattus norvegicus
95480	Fancc	FANCC	Mus musculus
ZDB-GENE-060510-2	fancc	FANCC	Danio rerio
1303172	Fancd2	FANCD2	Rattus norvegicus
2448480	Fancd2	FANCD2	Mus musculus
FBgn0038827	Fancd2	FANCD2	Drosophila melanogaster
ZDB-GENE-040116-5	fancd2	FANCD2	Danio rerio
WBGene00012767	fcd-2	FANCD2	Caenorhabditis elegans
1565997	Fancd2os	FANCD2OS	Rattus norvegicus
1918229	Fancd2os	FANCD2OS	Mus musculus
1561045	Fance	FANCE	Rattus norvegicus
1920025	Fance	FANCE	Mus musculus
ZDB-GENE-060510-5	fance	FANCE	Danio rerio
1561456	Fancf	FANCF	Rattus norvegicus
3689889	Fancf	FANCF	Mus musculus
ZDB-GENE-060306-3	fancf	FANCF	Danio rerio
1587477	Fancg	FANCG	Rattus norvegicus
1926471	Fancg	FANCG	Mus musculus
ZDB-GENE-050417-103	fancg	FANCG	Danio rerio
2321863	Fanci	FANCI	Rattus norvegicus
2384790	Fanci	FANCI	Mus musculus
FBgn0033354	FANCI	FANCI	Drosophila melanogaster
ZDB-GENE-030131-2905	fanci	FANCI	Danio rerio
WBGene00020935	fnci-1	FANCI	Caenorhabditis elegans
1311427	Fancl	FANCL	Rattus norvegicus
1914280	Fancl	FANCL	Mus musculus
FBgn0037781	Fancl	FANCL	Drosophila melanogaster
ZDB-GENE-040426-1045	fancl	FANCL	Danio rerio
1307897	Fancm	FANCM	Rattus norvegicus
S000001441	MPH1	FANCM	Saccharomyces cerevisiae
2442306	Fancm	FANCM	Mus musculus
FBgn0038889	Fancm	FANCM	Drosophila melanogaster
ZDB-GENE-090929-1	fancm	FANCM	Danio rerio
ZDB-GENE-130613-3	fank1	FANK1	Danio rerio
1914180	Fank1	FANK1	Mus musculus
1304756	Fank1	FANK1	Rattus norvegicus
621253	Fap	FAP	Rattus norvegicus
109608	Fap	FAP	Mus musculus
WBGene00001055	dpf-2	FAP	Caenorhabditis elegans
1306647	Far1	FAR1	Rattus norvegicus
1914670	Far1	FAR1	Mus musculus
FBgn0034145	CG5065	FAR1	Drosophila melanogaster
ZDB-GENE-040426-2908	far1	FAR1	Danio rerio
WBGene00022200	fard-1	FAR1	Caenorhabditis elegans
1565966	Far2	FAR2	Rattus norvegicus
2687035	Far2	FAR2	Mus musculus
WBGene00022200	fard-1	FAR2	Caenorhabditis elegans
ZDB-GENE-060503-367	si:dkey-97m3.1	FAR2	Danio rerio
FBgn0034145	CG5065	FAR2	Drosophila melanogaster
1305346	Farp1	FARP1	Rattus norvegicus
2446173	Farp1	FARP1	Mus musculus
WBGene00001490	frm-3	FARP1	Caenorhabditis elegans
ZDB-GENE-070424-163	farp1	FARP1	Danio rerio
FBgn0265082	Cdep	FARP1	Drosophila melanogaster
1308003	Farp2	FARP2	Rattus norvegicus
2385126	Farp2	FARP2	Mus musculus
WBGene00001490	frm-3	FARP2	Caenorhabditis elegans
ZDB-GENE-030131-2993	farp2	FARP2	Danio rerio
FBgn0265082	Cdep	FARP2	Drosophila melanogaster
1309416	Fars2	FARS2	Rattus norvegicus
S000006251	MSF1	FARS2	Saccharomyces cerevisiae
1917205	Fars2	FARS2	Mus musculus
FBgn0275436	PheRS-m	FARS2	Drosophila melanogaster
