Human_gene_name,Gene_name,tree
GDF5,dbl-1,6
GDF6,dbl-1,6
GDF7,dbl-1,6
GDF9,dbl-1,6
GDI1,gdi-1,1
GDI2,gdi-1,1
GDPGP1,mcp-1,7
GEM,F20D6.8,7
GEMIN2,smi-1,11
GEMIN8,F10E9.5,9
GET4,cee-1,12
GFER,F56C11.3,9
GFI1,pag-3,9
GFM1,F58G1.8,9
GFM1,gfm-1,1
GFM2,Y119D3B.14,17
GFPT1,gfat-2,9
GFPT2,gfat-1,13
GGA2,apt-9,7
GGA3,apt-9,7
GGACT,F42A10.9,9
GGCT,C44B7.7,9
GGPS1,coq-1,19
GGT1,C53D5.5,15
GGT1,H14N18.4,16
GGT1,T03D8.6,6
GGT1,T19H12.6,8
GGT1,Y7A9A.1,9
GGT1,Y97E10AR.2,9
GHITM,K11H12.8,13
GHSR,frpr-10,9
GHSR,K03H6.5,9
GID8,tag-304,14
GIGYF2,C18H9.3,10
GINS1,psf-1,9
GINS2,psf-2,11
GINS3,psf-3,11
GINS4,sld-5,14
GIPC1,gipc-1,9
GIPC3,gipc-2,9
GIT1,git-1,13
GIT2,git-1,13
GK,R11F4.1,20
GK2,R11F4.1,20
GK3P,R11F4.1,20
GK5,C55B6.1,20
GLA,gana-1,9
GLB1,bgal-1,9
GLB1,bgal-2,20
GLB1L,bgal-1,9
GLCE,hse-5,14
GLDC,R12C12.1,20
GLDN,cof-2,9
GLDN,F07A5.4,7
GLG1,F14E5.2,1
GLI2,tra-1,1
GLI2,ztf-14,6
GLIPR1,scl-20,9
GLIPR1L1,F57B7.2,7
GLIPR2,C07A4.2,9
GLIPR2,C07A4.3,9
GLIPR2,D2062.1,9
GLIPR2,F09B9.5,7
GLOD4,glod-4,5
GLRA1,ggr-2,9
GLRA2,lgc-38,9
GLRA3,acc-2,9
GLRA3,acc-4,7
GLRA3,avr-14,7
GLRA3,avr-15,6
GLRA3,ggr-1,7
GLRA3,ggr-3,9
GLRA3,glc-1,20
GLRA3,glc-2,9
GLRA3,glc-3,7
GLRA3,glc-4,7
GLRA3,lgc-41,7
GLRA3,lgc-42,7
GLRA3,lgc-51,9
GLRA4,lgc-40,9
GLRA4,lgc-44,18
GLRA4,lgc-45,18
GLRB,lgc-34,9
GLRB,lgc-50,7
GLRB,lgc-53,9
GLRX,F10D7.3,20
GLRX,glrx-10,4
GLRX2,glrx-21,9
GLRX2,glrx-22,6
GLRX3,glrx-3,14
GLRX5,glrx-5,9
GLS,glna-2,18
GLS,glna-3,7
GLS2,glna-1,8
GLS2,glna-2,18
GLTP,Y82E9BR.14,10
GLTPD2,tag-296,11
GLUD1,gdh-1,1
GLUD2,gdh-1,1
GLUL,gln-1,8
GLUL,gln-2,9
GLUL,gln-3,4
GLUL,gln-5,9
GLUL,gln-6,9
GLYATL3,T10B10.4,4
GLYCTK,C13B9.2,9
GMCL1,gcl-1,12
GMCL2,gcl-1,12
GMDS,bre-1,14
GMDS,gmd-2,9
GMEB1,gmeb-1,1
GMEB1,gmeb-3,9
GMEB1,spe-44,9
GMEB2,gmeb-2,9
GMFB,Y50D7A.10,5
GMFG,Y50D7A.10,5
GMIP,spv-1,2
GMPPA,Y47D9A.1,10
GMPPB,tag-335,8
GMPR,F32D1.5,1
GMPR2,F32D1.5,1
GMPS,gmps-1,13
GNA12,gpa-12,18
GNA13,gpa-12,18
GNAI1,gpa-16,9
GNAI2,gpa-13,5
GNAI2,gpa-9,5
GNAI3,gpa-4,9
GNAO1,goa-1,10
GNAO1,gpa-1,5
GNAO1,gpa-15,8
GNAO1,gpa-2,7
GNAO1,gpa-3,5
GNAO1,gpa-6,5
GNAO1,gpa-7,7
GNAQ,egl-30,1
GNAQ,gpa-17,20
GNAS,gsa-1,10
GNAT2,gpa-14,9
GNAT2,gpa-18,5
GNAT2,gpa-8,5
GNAT3,gpa-10,5
GNAT3,gpa-11,5
GNAT3,odr-3,5
GNAZ,gpa-5,9
GNB1,gpb-1,1
GNB2,gpb-1,1
GNB3,gpb-1,1
GNB4,gpb-1,1
GNB5,gpb-2,1
GNG10,gpc-1,5
GNG12,gpc-1,5
GNG7,gpc-1,5
GNL2,ngp-1,1
GNL3,nst-1,1
GNL3L,nst-1,1
GNPAT,acl-7,20
GNPDA1,T03F6.3,9
GNPDA2,T03F6.3,9
GNPNAT1,gna-1,9
GNPNAT1,gna-2,9
GNRHR,gnrr-1,9
GNRHR2,gnrr-1,9
GOLGA2,golg-2,1
GOLGA4,golg-4,1
GOLGA5,T24B1.1,1
GOLGA6L2,sdc-2,10
GOLGA7,Y57G11C.33,11
GOLGA7B,Y57G11C.33,11
GOLPH3,Y47G6A.18,10
GOLPH3L,Y47G6A.18,10
GOLT1A,F41C3.4,9
GOLT1B,F41C3.4,9
GON4L,gon-4,14
GOPC,gopc-1,7
GOPC,ZK849.1,9
GORASP1,Y42H9AR.1,13
GORASP2,Y42H9AR.1,13
GOSR1,gos-28,1
GOSR2,memb-1,9
GOSR2,memb-2,12
GOT1,got-1.2,1
GOT1L1,got-1.2,1
GOT2,got-2.1,12
GOT2,got-2.2,1
GP5,lron-2,8
GP5,lron-4,5
GPAA1,hpo-3,14
GPALPP1,F26A3.7,11
GPAM,acl-6,17
GPANK1,ZK1320.7,9
GPAT2,acl-6,17
GPAT3,acl-4,10
GPAT3,M79.2,16
GPAT4,acl-5,12
GPATCH1,R07E5.1,1
GPATCH11,T04H1.5,11
GPATCH3,K07B1.7,1
GPC1,gpn-1,9
GPC2,gpn-1,9
GPC4,gpn-1,9
GPC6,gpn-1,9
GPCPD1,gpcp-1,2
GPCPD1,gpcp-2,1
GPD1,gpdh-1,9
GPD1,gpdh-2,1
GPD1L,gpdh-2,1
GPD2,Y50E8A.6,9
GPD2,T25G3.4,1
GPHN,lin-46,12
GPHN,moc-1,9
GPHN,moc-2,9
GPI,gpi-1,1
GPKOW,gkow-1,19
GPN1,gop-2,17
GPN2,B0207.6,11
GPN3,Y75B8A.14,14
GPR101,srsx-35,9
GPR101,srsx-37,9
GPR107,C15H9.5,16
GPR108,C15H9.5,16
GPR139,B0334.6,8
GPR139,frpr-4,7
GPR139,frpr-7,7
GPR156,gbb-2,4
GPR158,F39B2.8,4
GPR179,F39B2.8,4
GPR180,T04F8.2,4
GPR89A,Y75B8A.16,9
GPR89B,C11H1.2,17
GPR89B,Y75B8A.16,9
GPS1,csn-1,1
GPSM1,ags-3,2
GPSM2,ags-3,2
GPT,C32F10.8,10
GPT2,C32F10.8,10
GPX1,gpx-5,9
GPX3,gpx-3,8
GPX4,gpx-1,9
GPX4,gpx-2,15
GPX4,gpx-6,9
GPX4,gpx-7,9
GPX4,gpx-8,9
GPX5,gpx-3,8
GPX5,gpx-4,9
GRAMD1A,ZC328.3,8
GRAMD1B,ZC328.3,8
GRAMD1C,ZC328.3,8
GRAMD4,Y77E11A.12,12
GRAP,sem-5,15
GRAP2,sem-5,15
TAMALIN,gras-1,9
GRB2,sem-5,15
GREM1,F35B12.10,7
GREM2,F35B12.10,7
GRHL1,grh-1,16
GRHL2,grh-1,16
GRHL3,grh-1,16
GRIA1,glr-1,9
GRIA2,glr-1,9
GRIA2,glr-2,7
GRIA3,glr-1,9
GRIA4,glr-1,9
GRIA4,glr-8,9
GRID2IP,daam-1,3
GRIK2,glr-4,3
GRIK2,glr-5,7
GRIK2,glr-6,10
GRIK3,glr-3,9
GRIK3,glr-7,9
GRIK5,glr-3,9
GRIN1,F59E12.8,9
GRIN1,nmr-1,9
GRIN2A,nmr-2,9
GRIN2B,nmr-2,9
GRIN2C,nmr-2,9
GRIN2D,nmr-2,9
GRINA,tag-120,6
GRINA,Y42H9AR.2,9
GRIPAP1,F41H10.4,10
GRK1,grk-1,1
GRK2,grk-2,7
GRK3,grk-2,7
GRK4,grk-1,1
GRK5,grk-1,1
GRK6,grk-1,1
GRK7,grk-1,1
GRM1,mgl-2,7
GRM3,mgl-1,7
GRM3,mgl-3,7
GRM4,C30A5.10,8
GRM4,F35H10.10,3
GRM5,mgl-2,7
GRN,pgrn-1,20
GRPEL1,C34C12.8,9
GRPEL2,C34C12.8,9
GRTP1,tbc-6,9
GRWD1,Y54H5A.1,1
GRXCR1,Y46E12A.3,9
GSC,ceh-45,9
GSK3A,gsk-3,1
GSK3A,gska-3,9
GSK3A,Y106G6E.1,9
GSK3B,C44H4.6,9
GSK3B,F21F3.2,9
GSK3B,gsk-3,1
GSK3B,R03D7.5,9
GSK3B,Y106G6D.4,9
GSKIP,C06A12.3,9
GSKIP,T24H7.3,9
GSKIP,Y43F8B.2,1
GSN,gsnl-1,9
GSPT1,erfa-3,10
GSPT2,erfa-3,10
GSR,gsr-1,13
GSS,gss-1,1
GSTK1,gstk-1,20
GSTK1,gstk-2,9
GSTK1,T07E3.3,17
GSTO1,C02D5.4,9
GSTO1,gst-44,9
GSTO1,gsto-1,20
GSTO1,gsto-2,9
GSTO1,gsto-3,9
GSTP1,F56A4.4,9
GSTP1,gst-1,14
GSTP1,gst-10,20
GSTP1,gst-23,9
GSTP1,gst-25,9
GSTP1,gst-41,18
GSTP1,Y45G12C.3,9
GSTZ1,gst-42,9
GSTZ1,gst-43,9
GSTZ1,Y53G8B.1,9
GTF2A1,pqn-51,14
GTF2A1L,pqn-51,14
GTF2A2,B0336.13,9
GTF2A2,Y111B2A.13,5
GTF2B,ttb-1,14
GTF2E1,ZK550.4,11
GTF2E2,F54D5.11,17
GTF2F1,C01F1.1,1
GTF2F2,Y39B6A.36,10
GTF2H1,R02D3.3,1
GTF2H2,T16H12.4,6
GTF2H3,ZK1128.4,9
GTF2H4,Y73F8A.24,10
GTF2H5,Y55B1AL.2,9
GTF3C1,tftc-1,1
GTF3C3,tftc-3,10
GTF3C5,tftc-5,17
GTPBP1,cgp-1,13
GTPBP10,C26E6.12,9
GTPBP2,T04H1.2,1
GTPBP3,mtcu-1,17
GTPBP4,nog-1,1
GTPBP6,F46B6.4,12
GUCA1A,ncs-2,4
GUCY1B1,gcy-31,9
GUCY1B1,gcy-33,9
GUCY1B1,gcy-34,7
GUCY1B1,gcy-37,9
GUCY1B2,gcy-32,9
GUCY1B2,gcy-35,9
GUCY1B2,gcy-36,9
GUCY2D,gcy-27,5
GUF1,ZK1236.1,11
GUK1,guk-1,14
GULP1,ced-6,16
GUSB,Y105E8B.9,12
GUSBP11,Y105E8B.9,12
GYG1,gyg-1,6
GYG1,gyg-2,9
GYG1,T10B10.8,5
GYG2,gyg-1,6
GYS1,gsy-1,4
GYS2,gsy-1,4
H0Y9J4,ZK1067.4,7
H0YAE9,K10C9.3,19
H0YC42,F13E6.1,1
H0YHG0,dnj-5,1
H0YIN7,W08E12.7,1
H0YIV9,Y66D12A.7,9
H0YL77,wdr-23,1
H1-0,hil-1,9
H1-0,hil-2,1
H1-0,hil-3,1
H1-0,hil-4,9
H1-0,hil-5,11
H1-0,hil-6,9
H1-0,his-24,1
H2AZ2,htz-1,10
H2AZ1,htz-1,10
H3BM21,pat-3,1
H3BMM0,ubc-16,7
H3BMM5,vps-33.1,17
H3BMQ9,cogc-8,17
H3BNC9,cpb-3,11
H3BNG1,F54C9.11,2
H3BQ06,tbc-7,1
H3BQ15,F59B2.3,9
H3BQF6,F29B9.1,5
H3BRJ5,che-2,5
H3-3A,cpar-1,9
H3-3A,F20D6.9,9
H3-3A,hcp-3,11
H3-3A,his-69,9
H3-3A,his-70,9
H3-3A,his-71,1
H3-3A,his-72,1
H3-3A,his-74,9
H7C0C1,atp-3,1
H7C2Y5,dnj-20,1
HAAO,haao-1,18
HACD1,hpo-8,20
HACD2,hpo-8,20
HACE1,eel-1,1
HACL1,B0334.3,13
HADH,B0272.3,19
HADH,F54C8.1,9
HADH,hacd-1,20
HADHA,ech-1.1,9
HADHA,ech-1.2,1
HADHB,B0303.3,1
HAGH,Y17G7B.3,17
HAGHL,Y17G7B.3,17
HAL,haly-1,9
HAND1,hlh-10,9
HAO1,F41E6.5,9
HAO2,F41E6.5,9
HAP1,trak-1,1
HARS1,hars-1,13
HARS2,hars-1,13
HAS2,chs-2,8
HAS3,chs-1,9
HASPIN,C04G2.10,9
HASPIN,hasp-1,17
HASPIN,hasp-2,9
HASPIN,VY10G11R.1,9
HAT1,hat-1,17
HBS1L,K07A12.4,14
HCCS,cchl-1,10
HCFC1,hcf-1,14
HCFC2,hcf-1,14
hCG_1984214,mrps-17,9
HCRTR2,AH9.1,9
HCRTR2,frpr-16,7
HCRTR2,frpr-18,7
HCRTR2,npr-14,5
HCRTR2,sprr-1,7
HDAC1,hda-1,1
HDAC1,hda-2,10
HDAC1,hda-3,14
HDAC10,F43G6.17,9
HDAC10,hda-10,9
HDAC10,hda-5,9
HDAC11,hda-11,5
HDAC2,hda-1,1
HDAC4,hda-4,1
HDAC5,hda-4,1
HDAC6,hda-6,1
HDAC7,hda-4,1
HDAC9,hda-4,1
HDC,hdl-2,9
HDDC2,F45F2.9,19
HDDC3,ZK909.3,12
HDGF,C06A5.3,10
HDGFL1,C06A5.3,10
HDHD2,K08B12.3,9
HDHD3,K01G5.10,7
HDHD5,H32C10.1,9
HDLBP,vgln-1,1
HEATR1,toe-1,13
HEATR5A,soap-1,1
HEATR5B,soap-1,1
HECA,B0238.9,9
HECA,cri-1,9
HECTD1,hecd-1,1
HECW1,hecw-1,7
HELQ,helq-1,10
HELZ2,smg-2,10
HENMT1,henn-1,14
HERC3,herc-1,1
HERC4,glo-4,1
HERC4,herc-1,1
HERC5,herc-1,1
HERC6,herc-1,1
HERPUD1,tag-353,1
HERPUD2,tag-353,1
HES1,lin-22,9
HEXA,hex-1,16
HEXB,hex-1,16
HEXD,hex-2,8
HEXD,hex-3,13
HEXD,hex-4,14
HEXD,hex-5,9
HGD,hgo-1,6
HGH1,Y54H5A.2,13
HGS,hgrs-1,1
HHAT,hhat-1,12
HHAT,hhat-2,11
HHEX,pha-2,9
HHIPL1,C06B8.7,8
HIBADH,B0250.5,15
HIBCH,F09F7.4,17
HIC2,ztf-3,11
HIC2,ztf-6,1
HID1,hid-1,14
HIF1A,hif-1,1
HIF3A,hif-1,1
HIKESHI,F42A6.6,11
HINFP,hinf-1,14
HINT1,hint-1,14
HINT3,hint-3,9
HIP1,hipr-1,1
HIP1,tag-138,9
HIP1R,hipr-1,1
HIP1R,Y18D10A.22,9
HIPK1,hpk-1,1
HIPK2,hpk-1,1
HIPK3,hpk-1,1
HIPK4,hpk-1,1
HIRA,K10D2.1,17
his-58,his-48,9
H2BC13,his-41,1
H2BC15,his-39,9
H2BC15,his-48,9
H2BC15,his-58,9
H2BC15,his-62,9
H2BC15,his-66,9
H3C6,his-13,9
H3C6,his-17,9
H3C6,his-2,9
H3C6,his-25,9
H3C6,his-27,9
H3C6,his-32,18
H3C6,his-42,9
H3C6,his-45,9
H3C6,his-49,9
H3C6,his-55,9
H3C6,his-59,9
H3C6,his-6,9
H3C6,his-63,9
H3C6,his-9,9
H4C8,his-1,9
H4C8,his-10,9
H4C8,his-14,9
H4C8,his-18,9
H4C8,his-26,9
H4C8,his-28,9
H4C8,his-31,9
H4C8,his-37,1
H4C8,his-38,9
H4C8,his-46,9
H4C8,his-5,9
H4C8,his-50,9
H4C8,his-56,9
H4C8,his-60,9
H4C8,his-64,9
H4C8,his-67,9
H2AC21,his-12,9
H2AC21,his-16,9
H2AC21,his-19,9
H2AC21,his-21,9
H2AC21,his-3,9
H2AC21,his-30,9
H2AC21,his-33,9
H2AC21,his-35,1
H2AC21,his-43,9
H2AC21,his-47,9
H2AC21,his-51,9
H2AC21,his-53,9
H2AC21,his-57,9
H2AC21,his-61,9
H2AC21,his-65,9
H2AC21,his-68,9
H2AC21,his-7,9
H2AC20,htas-1,9
H2BC18,his-11,9
H2BC18,his-15,9
H2BC18,his-20,9
H2BC18,his-22,9
H2BC18,his-29,9
H2BC18,his-34,9
H2BC18,his-4,9
H2BC18,his-44,9
H2BC18,his-52,9
H2BC18,his-54,9
H2BC18,his-8,9
H3C13,his-40,9
H3C13,his-73,9
HIVEP1,sma-9,1
HJV,drag-1,18
HK1,hxk-1,10
HK2,hxk-1,10
HK3,hxk-1,10
HK3,hxk-2,1
HKDC1,hxk-1,10
HKDC1,hxk-3,1
HLCS,bpl-1,10
HLF,atf-8,18
HLTF,C25F9.5,20
HLTF,F19B2.5,9
HLTF,M04C3.1,20
HM13,imp-2,1
HM13,imp-3,1
HMBOX1,hmbx-1,16
HMCN1,C36B7.5,9
HMCN1,F11C7.2,9
HMCN1,him-4,2
HMCN1,mig-21,9
HMCN1,rig-3,6
HMCN1,T21B6.3,7
HMCN1,Y8A9A.2,9
HMCN1,zig-6,9
HMCN2,igcm-1,16
HMCN2,wrk-1,4
HMCN2,zig-10,9
HMCN2,zig-2,9
HMCN2,zig-7,9
HMG20A,hmg-20,9
HMGB1,hmg-1.2,10
HMGB1P1,hmg-1.2,10
HMGB2,hmg-1.2,10
HMGB3,hmg-1.1,1
HMGB3,hmg-1.2,10
HMGB4,hmg-1.2,10
HMGCL,Y71G12B.10,14
HMGCLL1,Y71G12B.10,14
HMGCR,hmgr-1,13
HMGCS1,hmgs-1,17
HMGCS2,hmgs-1,17
HMX1,mls-2,9
HMX2,mls-2,9
HMX3,ceh-9,9
HMX3,mls-2,9
HNF4A,nhr-1,10
HNF4A,nhr-10,3
HNF4A,nhr-101,20
HNF4A,nhr-105,3
HNF4A,nhr-118,9
HNF4A,nhr-133,9
HNF4A,nhr-135,8
HNF4A,nhr-14,7
HNF4A,nhr-150,9
HNF4A,nhr-158,5
HNF4A,nhr-161,9
HNF4A,nhr-173,11
HNF4A,nhr-175,9
HNF4A,nhr-180,12
HNF4A,nhr-183,8
HNF4A,nhr-184,9
HNF4A,nhr-187,9
HNF4A,nhr-19,10
HNF4A,nhr-193,9
HNF4A,nhr-195,9
HNF4A,nhr-199,9
HNF4A,nhr-21,3
HNF4A,nhr-219,9
HNF4A,nhr-22,5
HNF4A,nhr-222,9
HNF4A,nhr-238,8
HNF4A,nhr-241,9
HNF4A,nhr-256,9
HNF4A,nhr-258,5
HNF4A,nhr-26,9
HNF4A,nhr-262,9
HNF4A,nhr-270,9
HNF4A,nhr-274,1
HNF4A,nhr-28,8
HNF4A,nhr-31,2
HNF4A,nhr-32,16
HNF4A,nhr-35,16
HNF4A,nhr-4,3
HNF4A,nhr-44,8
HNF4A,nhr-45,3
HNF4A,nhr-5,12
HNF4A,nhr-56,5
HNF4A,nhr-61,16
HNF4A,nhr-62,8
HNF4A,nhr-63,8
HNF4A,nhr-66,1
HNF4A,nhr-69,20
HNF4A,nhr-70,9
HNF4A,nhr-79,9
HNF4A,nhr-80,20
HNF4A,nhr-87,9
HNF4A,nhr-88,1
HNF4A,nhr-96,9
HNF4G,nhr-103,8
HNF4G,nhr-106,9
HNF4G,nhr-114,20
HNF4G,nhr-12,17
HNF4G,nhr-126,9
HNF4G,nhr-128,8
HNF4G,nhr-132,9
HNF4G,nhr-162,5
HNF4G,nhr-163,5
HNF4G,nhr-181,9
HNF4G,nhr-190,5
HNF4G,nhr-201,8
HNF4G,nhr-203,8
HNF4G,nhr-211,9
HNF4G,nhr-243,8
HNF4G,nhr-247,9
HNF4G,nhr-253,9
HNF4G,nhr-254,9
HNF4G,nhr-260,9
HNF4G,nhr-40,1
HNF4G,nhr-49,1
HNF4G,nhr-64,9
HNF4G,nhr-68,20
HNF4G,nhr-90,9
HNF4G,nhr-92,9
HNF4G,nhr-94,9
HNF4G,ZK1037.13,9
HNRNPA1,H28G03.1,1
HNRNPA1,hrp-1,1
HNRNPA1L2,sqd-1,1
HNRNPCL1,ztf-4,14
HNRNPF,hrpf-1,1
HNRNPH1,hrpf-2,14
HNRNPK,hrpk-1,14
HNRNPL,C44B7.2,6
HNRNPR,hrp-2,1
HNRNPU,Y41E3.11,1
HNRNPUL1,Y41E3.11,1
HNRNPUL2,Y41E3.11,1
HNRNPUL2-BSCL2,Y41E3.11,1
HOOK1,zyg-12,1
HOOK3,zyg-12,1
HORMAD1,him-3,9
HOXA10,php-3,9
HOXA3,ceh-63,9
HOXA4,lin-39,6
HOXA5,lin-39,6
HOXB1,ceh-13,9
HOXB4,lin-39,6
HOXB6,mab-5,9
HOXB7,egl-5,7
HOXC10,php-3,9
HOXC4,lin-39,6
HOXD10,php-3,9
HOXD12,nob-1,16
HPCAL1,ncs-2,4
HPD,C31H2.4,20
HPD,hpd-1,20
HPF1,JC8.7,9
HPGDS,F55A11.6,12
HPGDS,F56A4.3,9
HPGDS,gst-11,9
HPGDS,gst-12,9
HPGDS,gst-13,9
HPGDS,gst-14,18
HPGDS,gst-15,9
HPGDS,gst-16,9
HPGDS,gst-18,20
HPGDS,gst-19,9
HPGDS,gst-2,9
HPGDS,gst-20,8
HPGDS,gst-21,9
HPGDS,gst-22,9
HPGDS,gst-24,8
HPGDS,gst-26,20
HPGDS,gst-27,20
HPGDS,gst-28,9
HPGDS,gst-29,9
HPGDS,gst-3,9
HPGDS,gst-30,9
HPGDS,gst-31,5
HPGDS,gst-32,9
HPGDS,gst-33,9
HPGDS,gst-34,9
HPGDS,gst-35,9
HPGDS,gst-36,5
HPGDS,gst-37,9
HPGDS,gst-38,9
HPGDS,gst-39,5
HPGDS,gst-4,9
HPGDS,gst-40,5
HPGDS,gst-5,8
HPGDS,gst-6,20
HPGDS,gst-7,14
HPGDS,gst-8,9
HPGDS,gst-9,9
HPGDS,W10C8.4,9
HPN,try-1,9
HPRT1,hprt-1,9
HPS5,W09G3.6,14
HRAS,let-60,1
HS2ST1,hst-2,11
HS3ST1,hst-3.1,9
HS3ST2,hst-3.2,5
HS3ST3A1,hst-3.2,5
HS3ST3B1,hst-3.2,5
HS3ST4,hst-3.2,5
HS3ST6,hst-3.2,5
HS6ST1,hst-6,17
HS6ST2,hst-6,17
HS6ST3,hst-6,17
HSBP1,hsb-1,19
HSCB,dnj-15,9
HSD17B10,ard-1,17
HSD17B12,dhs-27,12
HSD17B12,let-767,1
HSD17B12,stdh-1,17
HSD17B12,stdh-2,9
HSD17B12,stdh-3,9
HSD17B12,stdh-4,9
HSD17B13,dhs-3,9
HSD17B14,ZK829.1,9
HSD17B2,ZK697.14,9
HSD17B4,dhs-28,20
HSD17B4,maoc-1,20
HSD17B6,C55A6.7,9
HSD17B6,dhs-20,20
HSD17B6,F20G2.2,9
HSD17B8,C06B8.3,9
HSD17B8,dhs-11,9
HSD17B8,dhs-23,9
HSD17B8,dhs-25,16
HSD17B8,F12E12.11,9
HSDL1,dhs-5,9
HSDL2,dhs-18,20
HSDL2,dhs-31,9
HSDL2,dhs-6,19
HSF1,hsf-1,1
HSF2,hsf-1,1
HSF4,hsf-1,1
HSH2D,F13B12.6,1
HSP90B1,enpl-1,1
HSPA13,stc-1,1
HSPA4,hsp-110,1
HSPA4L,hsp-110,1
HSPA5,hsp-3,1
HSPA5,hsp-4,1
HSPA8,F11F1.1,9
HSPA8,F44E5.5,1
HSPA8,hsp-1,1
HSPA8,hsp-70,10
HSPA9,hsp-6,1
HSPB1,hsp-25,1
HSPB1,Y55F3BR.6,9
HSPB6,hsp-12.1,9
HSPB6,hsp-12.2,8
HSPB6,hsp-12.3,9
HSPB6,hsp-12.6,9
HSPD1,hsp-60,1
HSPE1,Y22D7AL.10,1
HSPE1-MOB4,C30A5.3,11
HSPG2,unc-52,1
HSPH1,hsp-110,1
HTATIP2,C33F10.14,9
HTATSF1,Y65B4A.1,14
HTR1A,dop-4,7
HTR1A,ser-2,7
HTR1A,ser-4,7
HTR1A,tyra-2,6
HTR1A,tyra-3,7
HTR1B,octr-1,9
HTR1E,gnrr-7,9
HTR1E,octr-1,9
HTR2B,ser-1,9
HTR2C,dop-6,7
HTR3A,lgc-13,9
HTR3A,lgc-15,9
HTR3A,lgc-17,9
HTR3A,lgc-29,9
HTR3A,lgc-7,9
HTR3B,lgc-14,9
HTR5A,octr-1,9
HTR7,ser-7,9
HUS1,hus-1,9
HUS1B,hus-1,9
HUWE1,eel-1,1
HYAL1,chhy-1,9
HYAL2,chhy-1,9
HYAL3,chhy-1,9
HYAL4,chhy-1,9
HYI,C05D11.5,18
HYOU1,T14G8.3,1
HYOU1,T24H7.2,1
I3L4J1,vps-4,10
IARS1,iars-1,10
IARS2,iars-2,1
IBA57,F39H2.3,9
ICA1,ric-19,7
ICA1L,ric-19,7
CILK1,dyf-5,5
ICMT,icmt-1,9
ICMT,M01E11.1,11
IDE,C02G6.2,9
IDE,C28F5.4,9
IDE,F44E7.4,1
IDE,Y70C5C.1,8
IDH1,idh-1,13
IDH2,idh-2,19
IDH3A,idha-1,1
IDH3B,idhb-1,13
IDH3G,idhg-1,1
IDH3G,idhg-2,9
IDI1,idi-1,9
IDI2,idi-1,9
IDNK,F26D11.1,9
IER3IP1,W09G3.8,9
IFI30,C02D5.2,9
IFI30,F37H8.5,9
IFI30,pqn-48,9
IFI30,R07E5.4,12
IFI30,Y18D10A.2,9
IFI30,ZK669.2,9
IFI30,ZK669.3,5
IFIH1,drh-3,14
IFRD1,F58B3.6,19
IFRD2,F58B3.6,19
IFT122,daf-10,9
IFT140,che-11,5
IFT172,osm-1,12
IFT20,ift-20,5
IFT22,ifta-2,5
IFT43,C25H3.12,7
IFT46,dyf-6,9
IFT52,osm-6,5
IFT57,che-13,12
IFT74,ift-74,5
IFT80,che-2,5
IFT81,ift-81,5
IFT88,osm-5,5
IGBP1,ppfr-4,9
IGDCC4,igdb-1,9
IGDCC4,igdb-2,12
IGDCC4,unc-40,1
IGF1R,daf-2,1
IGFALS,dma-1,6
IGFALS,let-4,12
IGFALS,lron-12,9
IGFALS,lron-15,7
IGFALS,lron-6,9
IGHMBP2,eri-7,17
IGHMBP2,Y106G6D.5,19
IGSF22,unc-22,10
IGSF9B,igcm-2,7
IHH,wrt-6,18
IK,smu-2,19
IKBKE,ikke-1,1
IKBKE,Y39G8B.5,8
IKZF1,ztf-16,12
IL4I1,amx-3,20
ILF2,R11H6.5,11
ILF3,Y95B8A.8,10
ILK,pat-4,2
ILKAP,F33A8.6,11
ILVBL,T26C12.1,13
IMMP1L,immp-1,9
IMMP2L,immp-2,11
IMMT,immt-1,1
IMMT,immt-2,9
IMP3,C48B6.2,11
IMP4,ZK795.3,11
IMPA1,ttx-7,14
IMPA2,ttx-7,14
IMPACT,impt-1,9
BPNT2,Y6B3B.5,14
IMPDH1,T22D1.3,13
IMPDH2,T22D1.3,13
INAFM2,F32D8.15,9
INCENP,icp-1,17
ING3,ing-3,10
ING3,Y43H11AL.1,1
ING4,lsy-13,14
INMT,anmt-2,9
INPP4A,R01H10.7,1
INPP4B,R01H10.7,1
INPP5A,C01B10.3,9
INPP5A,ipp-5,6
INPP5B,ocrl-1,10
INPP5F,W09C5.7,1
INPP5J,cil-1,16
INPP5K,inpp-1,8
INSC,insc-1,9
INSM1,egl-46,9
INSM2,egl-46,9
INSR,daf-2,1
INSRR,daf-2,1
INTS1,inst-1,1
INTS11,F10B5.8,19
INTS12,phf-30,11
INTS13,R02D3.4,10
INTS2,ZC376.6,13
INTS3,Y92H12A.4,1
INTS4,W04A4.5,17
INTS5,Y51A2D.7,11
INTS6,dic-1,17
INTS6L,dic-1,17
INTS7,D1043.1,11
INTS8,Y48G10A.4,13
INTS9,F19F10.12,17
INVS,mlt-4,18
INVS,swah-1,9
IP6K1,F30A10.3,10
IP6K1,Y22D7AR.6,8
IP6K3,F30A10.3,10
IP6K3,T20F7.3,9
IPCEF1,cnk-1,1
IPMK,ZK795.1,8
IPO13,T16G12.6,14
IPO5,imb-3,1
IPP,C53A5.11,9
IPP,C53A5.6,10
IPPK,ippk-1,3
IQGAP1,pes-7,4
IQGAP2,pes-7,4
IQGAP3,pes-7,4
IQSEC1,bris-1,13
IQSEC2,bris-1,13
