Publication|Gene_name|Gene_ID|Pub_number
Gabrielle Wheway|GALR2|GALR2|27
Gabrielle Wheway|TMEM9B|TMEM9B|27
Gabrielle Wheway|MAP1A|MAP1A|27
Gabrielle Wheway|SLC35D2|SLC35D2|27
Gabrielle Wheway|GPLD1|GPLD1|27
Gabrielle Wheway|OPRD1|OPRD1|27
Gabrielle Wheway|KIT|KIT|27
Gabrielle Wheway|KLC2|KLC2|27
Gabrielle Wheway|STX5|STX5|27
Gabrielle Wheway|MB|MB|27
Gabrielle Wheway|RGPD8|RGPD8|27
Gabrielle Wheway|GPR107|GPR107|27
Gabrielle Wheway|GPR108|GPR108|27
Gabrielle Wheway|RGPD3|RGPD3|27
Gabrielle Wheway|RGPD1|RGPD1|27
Gabrielle Wheway|PSMD14|PSMD14|27
Gabrielle Wheway|SNX14|SNX14|27
Gabrielle Wheway|DYRK3|DYRK3|27
Gabrielle Wheway|GPR161|GPR161|27
Gabrielle Wheway|EIF3C|EIF3C|27
Gabrielle Wheway|OSBP|OSBP|27
Gabrielle Wheway|AAMP|AAMP|27
Gabrielle Wheway|KLKB1|KLKB1|27
Gabrielle Wheway|KLRC1|KLRC1|27
Gabrielle Wheway|CRYBB3|CRYBB3|27
Gabrielle Wheway|KMO|KMO|27
Gabrielle Wheway|OSGEP|OSGEP|27
Gabrielle Wheway|PRPS1L1|PRPS1L1|27
Gabrielle Wheway|ATXN1|ATXN1|27
Gabrielle Wheway|GPR37|GPR37|27
Gabrielle Wheway|PITPNM2|PITPNM2|27
Gabrielle Wheway|ZDHHC13|ZDHHC13|27
Gabrielle Wheway|GPR83|GPR83|27
Gabrielle Wheway|SLC6A1|SLC6A1|27
Gabrielle Wheway|KPNB1|KPNB1|27
Gabrielle Wheway|SULF2|SULF2|27
Gabrielle Wheway|DMWD|DMWD|27
Gabrielle Wheway|WDR5|WDR5|27
Gabrielle Wheway|PKD1L3|PKD1L3|27
Gabrielle Wheway|ZDHHC22|ZDHHC22|27
Gabrielle Wheway|FN3KRP|FN3KRP|27
Gabrielle Wheway|EIF1|EIF1|27
Gabrielle Wheway|ABCB10|ABCB10|27
Gabrielle Wheway|RARB|RARB|27
Gabrielle Wheway|CSE1L|CSE1L|27
Gabrielle Wheway|PKHD1|PKHD1|27
Gabrielle Wheway|LOC107987425|LOC107987425|27
Gabrielle Wheway|FOXC1|FOXC1|27
Gabrielle Wheway|CYP2D6|CYP2D6|27
Gabrielle Wheway|RASAL3|RASAL3|27
Gabrielle Wheway|KRTAP11-1|KRTAP11-1|27
Gabrielle Wheway|NUDT11|NUDT11|27
Gabrielle Wheway|EIF3J|EIF3J|27
Gabrielle Wheway|OBSL1|OBSL1|27
Gabrielle Wheway|MED6|MED6|27
Gabrielle Wheway|PRCC|PRCC|27
Gabrielle Wheway|TPCN2|TPCN2|27
Gabrielle Wheway|CSNK1E|CSNK1E|27
Gabrielle Wheway|ZNF397|ZNF397|27
Gabrielle Wheway|FRAT2|FRAT2|27
Gabrielle Wheway|NUP85|NUP85|27
Gabrielle Wheway|LAMA2|LAMA2|27
Gabrielle Wheway|TPI1|TPI1|27
Gabrielle Wheway|BRK1|BRK1|27
Gabrielle Wheway|LAMB2|LAMB2|27
Gabrielle Wheway|WAPL|WAPL|27
Gabrielle Wheway|ZNF688|ZNF688|27
Gabrielle Wheway|OR2Z1|OR2Z1|27
Gabrielle Wheway|OR14C36|OR14C36|27
Gabrielle Wheway|WEE1|WEE1|27
Gabrielle Wheway|UBA1|UBA1|27
Gabrielle Wheway|METTL3|METTL3|27
Gabrielle Wheway|ELL|ELL|27
Gabrielle Wheway|PAF1|PAF1|27
Gabrielle Wheway|SASS6|SASS6|27
Gabrielle Wheway|PSMA4|PSMA4|27
Gabrielle Wheway|USP12|USP12|27
Gabrielle Wheway|CSRNP2|CSRNP2|27
Gabrielle Wheway|SYT8|SYT8|27
Gabrielle Wheway|RBM7|RBM7|27
Gabrielle Wheway|SYVN1|SYVN1|27
Gabrielle Wheway|TRAF3|TRAF3|27
Gabrielle Wheway|CST7|CST7|27
Gabrielle Wheway|ZP3|ZP3|27
Gabrielle Wheway|ZNF24|ZNF24|27
Gabrielle Wheway|TAAR5|TAAR5|27
Gabrielle Wheway|CHD4|CHD4|27
Gabrielle Wheway|CTBP1|CTBP1|27
Gabrielle Wheway|TACR3|TACR3|27
Gabrielle Wheway|RBP3|RBP3|27
Gabrielle Wheway|FZD4|FZD4|27
Gabrielle Wheway|FZD8|FZD8|27
Gabrielle Wheway|G2E3|G2E3|27
Gabrielle Wheway|PSMB2|PSMB2|27
Gabrielle Wheway|ZNF195|ZNF195|27
Gabrielle Wheway|CTDSP1|CTDSP1|27
Gabrielle Wheway|APEH|APEH|27
Gabrielle Wheway|RCL1|RCL1|27
Gabrielle Wheway|NEURL2|NEURL2|27
Gabrielle Wheway|USP5|USP5|27
Gabrielle Wheway|PAQR7|PAQR7|27
Gabrielle Wheway|PAPSS1|PAPSS1|27
Gabrielle Wheway|APLNR|APLNR|27
Gabrielle Wheway|ATP6AP1|ATP6AP1|27
Gabrielle Wheway|EMX1|EMX1|27
Gabrielle Wheway|TGIF1|TGIF1|27
Gabrielle Wheway|LGALS1|LGALS1|27
Gabrielle Wheway|CFAP53|CFAP53|27
Gabrielle Wheway|ACD|ACD|27
Gabrielle Wheway|ACOT6|ACOT6|27
Gabrielle Wheway|MKRN1|MKRN1|27
Gabrielle Wheway|ACIN1|ACIN1|27
Gabrielle Wheway|PARP3|PARP3|27
Gabrielle Wheway|VAC14|VAC14|27
Gabrielle Wheway|PNCK|PNCK|27
Gabrielle Wheway|TAS2R7|TAS2R7|27
Gabrielle Wheway|LHFPL2|LHFPL2|27
Gabrielle Wheway|CAMKV|CAMKV|27
Gabrielle Wheway|CHST8|CHST8|27
Gabrielle Wheway|NIPBL|NIPBL|27
Gabrielle Wheway|CD44|CD44|27
Gabrielle Wheway|CD46|CD46|27
Gabrielle Wheway|PAX8|PAX8|27
Gabrielle Wheway|SNRPB|SNRPB|27
Gabrielle Wheway|SNRPD2|SNRPD2|27
Gabrielle Wheway|LIAS|LIAS|27
Gabrielle Wheway|INAFM1|INAFM1|27
Gabrielle Wheway|ACOX2|ACOX2|27
Gabrielle Wheway|ENTPD5|ENTPD5|27
Gabrielle Wheway|PNPO|PNPO|27
Gabrielle Wheway|IL21|IL21|27
Gabrielle Wheway|AREG|AREG|27
Gabrielle Wheway|DRGX|DRGX|27
Gabrielle Wheway|ILF2|ILF2|27
Gabrielle Wheway|SDR16C5|SDR16C5|27
Gabrielle Wheway|TBCCD1|TBCCD1|27
Gabrielle Wheway|MC2R|MC2R|27
Gabrielle Wheway|KLHL38|KLHL38|27
Gabrielle Wheway|PRPF38A|PRPF38A|27
Gabrielle Wheway|PCDHGA6|PCDHGA6|27
Gabrielle Wheway|CDC23|CDC23|27
Gabrielle Wheway|NLRP6|NLRP6|27
Gabrielle Wheway|ILVBL|ILVBL|27
Gabrielle Wheway|MOGAT2|MOGAT2|27
Gabrielle Wheway|RPL22|RPL22|27
Gabrielle Wheway|TBX1|TBX1|27
Gabrielle Wheway|CWC15|CWC15|27
Gabrielle Wheway|GZMK|GZMK|27
Gabrielle Wheway|CCDC34|CCDC34|27
Gabrielle Wheway|TRPM6|TRPM6|27
Gabrielle Wheway|ERCC3|ERCC3|27
Gabrielle Wheway|PSMD7|PSMD7|27
Gabrielle Wheway|HABP2|HABP2|27
Gabrielle Wheway|PCMTD2|PCMTD2|27
Gabrielle Wheway|CXCR6|CXCR6|27
Gabrielle Wheway|ACTN2|ACTN2|27
Gabrielle Wheway|PCSK4|PCSK4|27
Gabrielle Wheway|ACTN4|ACTN4|27
Gabrielle Wheway|SLC6A19|SLC6A19|27
Gabrielle Wheway|DPP9|DPP9|27
Gabrielle Wheway|PSMG4|PSMG4|27
Gabrielle Wheway|ZNF616|ZNF616|27
Gabrielle Wheway|TCP11L1|TCP11L1|27
Gabrielle Wheway|SP2|SP2|27
Gabrielle Wheway|POLR2E|POLR2E|27
Gabrielle Wheway|LNPEP|LNPEP|27
Gabrielle Wheway|IFNA14|IFNA14|27
Gabrielle Wheway|LNX2|LNX2|27
Gabrielle Wheway|IFNA21|IFNA21|27
Gabrielle Wheway|ZNF213|ZNF213|27
Gabrielle Wheway|DRAP1|DRAP1|27
Gabrielle Wheway|BRWD1|BRWD1|27
Gabrielle Wheway|REXO2|REXO2|27
Gabrielle Wheway|LPAR4|LPAR4|27
Gabrielle Wheway|LPCAT1|LPCAT1|27
Gabrielle Wheway|IFNA13|IFNA13|27
Gabrielle Wheway|UGT2B7|UGT2B7|27
Gabrielle Wheway|NOMO3|NOMO3|27
Gabrielle Wheway|HCRTR1|HCRTR1|27
Gabrielle Wheway|ADAM15|ADAM15|27
Gabrielle Wheway|PRADC1|PRADC1|27
Gabrielle Wheway|OR7E24|OR7E24|27
Gabrielle Wheway|HDDC3|HDDC3|27
Gabrielle Wheway|KANSL1|KANSL1|27
Gabrielle Wheway|SEPT2|SEPT2|27
Gabrielle Wheway|SULT2B1|SULT2B1|27
Gabrielle Wheway|MROH5|MROH5|27
Gabrielle Wheway|HDHD3|HDHD3|27
Gabrielle Wheway|ADAMTS6|ADAMTS6|27
Gabrielle Wheway|ADAMTS7|ADAMTS7|27
Gabrielle Wheway|OR5P2|OR5P2|27
Gabrielle Wheway|OR5P3|OR5P3|27
Gabrielle Wheway|GFPT1|GFPT1|27
Gabrielle Wheway|BC068281|BC068281|27
Gabrielle Wheway|CCND2|CCND2|27
Gabrielle Wheway|MRGPRE|MRGPRE|27
Gabrielle Wheway|BC037034|BC037034|27
Gabrielle Wheway|C77370|C77370|27
Gabrielle Wheway|ADCK5|ADCK5|27
Gabrielle Wheway|C12orf45|C12orf45|27
Gabrielle Wheway|C6orf106|C6orf106|27
Gabrielle Wheway|TTC25|TTC25|27
Gabrielle Wheway|GHDC|GHDC|27
Gabrielle Wheway|TEX28|TEX28|27
Gabrielle Wheway|BC049635|BC049635|27
Gabrielle Wheway|BC051665|BC051665|27
Gabrielle Wheway|GHRL|GHRL|27
Gabrielle Wheway|CNDP2|CNDP2|27
Gabrielle Wheway|KIF23|KIF23|27
Gabrielle Wheway|HEY2|HEY2|27
Gabrielle Wheway|SERPINC1|SERPINC1|27
Gabrielle Wheway|SPP2|SPP2|27
Gabrielle Wheway|NPPA|NPPA|27
Gabrielle Wheway|IRF2BP1|IRF2BP1|27
Gabrielle Wheway|PDHX|PDHX|27
Gabrielle Wheway|CCT4|CCT4|27
Gabrielle Wheway|GJA8|GJA8|27
Gabrielle Wheway|GK|GK|27
Gabrielle Wheway|RNPS1|RNPS1|27
Gabrielle Wheway|TGFA|TGFA|27
Gabrielle Wheway|ADORA2A|ADORA2A|27
Gabrielle Wheway|ISG20L2|ISG20L2|27
Gabrielle Wheway|SETD7|SETD7|27
Gabrielle Wheway|HIPK2|HIPK2|27
Gabrielle Wheway|ACAT2|ACAT2|27
Gabrielle Wheway|MSLN|MSLN|27
Gabrielle Wheway|FGF8|FGF8|27
Gabrielle Wheway|SPTLC2|SPTLC2|27
Gabrielle Wheway|SLC2A2|SLC2A2|27
Gabrielle Wheway|TRIM43B|TRIM43B|27
Gabrielle Wheway|CEP83|CEP83|27
Gabrielle Wheway|RORA|RORA|27
Gabrielle Wheway|NRDC|NRDC|27
Gabrielle Wheway|FADD|FADD|27
Gabrielle Wheway|AGBL4|AGBL4|27
Gabrielle Wheway|FADS2|FADS2|27
Gabrielle Wheway|WBP11|WBP11|27
Gabrielle Wheway|NSDHL|NSDHL|27
Gabrielle Wheway|BCL2L1|BCL2L1|27
Gabrielle Wheway|RPF1|RPF1|27
Gabrielle Wheway|PEA15|PEA15|27
Gabrielle Wheway|SLC35B3|SLC35B3|27
Gabrielle Wheway|CHSY3|CHSY3|27
Gabrielle Wheway|CCNB1|CCNB1|27
Gabrielle Wheway|CCL21|CCL21|27
Gabrielle Wheway|CD300LD|CD300LD|27
Gabrielle Wheway|WDR1|WDR1|27
Gabrielle Wheway|AHCTF1|AHCTF1|27
Gabrielle Wheway|ASB14|ASB14|27
Gabrielle Wheway|MTMR14|MTMR14|27
Gabrielle Wheway|PER2|PER2|27
Gabrielle Wheway|SLC22A25|SLC22A25|27
Gabrielle Wheway|FAM162B|FAM162B|27
Gabrielle Wheway|SLC25A1|SLC25A1|27
Gabrielle Wheway|GLYAT|GLYAT|27
Gabrielle Wheway|LSM5|LSM5|27
Gabrielle Wheway|HNF4G|HNF4G|27
Gabrielle Wheway|LIN9|LIN9|27
Gabrielle Wheway|LINGO4|LINGO4|27
Gabrielle Wheway|LIPA|LIPA|27
Gabrielle Wheway|NTPCR|NTPCR|27
Gabrielle Wheway|KLK12|KLK12|27
Gabrielle Wheway|CHCHD2|CHCHD2|27
Gabrielle Wheway|RPL19|RPL19|27
Gabrielle Wheway|RPL21|RPL21|27
Gabrielle Wheway|CAPN7|CAPN7|27
Gabrielle Wheway|CDC27|CDC27|27
Gabrielle Wheway|KCNC3|KCNC3|27
Gabrielle Wheway|DDB1|DDB1|27
Gabrielle Wheway|KIR2DS4|KIR2DS4|27
Gabrielle Wheway|HOXD13|HOXD13|27
Gabrielle Wheway|KIR2DL4|KIR2DL4|27
Gabrielle Wheway|LYPD3|LYPD3|27
Gabrielle Wheway|SSPN|SSPN|27
Gabrielle Wheway|RPL35|RPL35|27
Gabrielle Wheway|SPTAN1|SPTAN1|27
Gabrielle Wheway|FMN1|FMN1|27
Gabrielle Wheway|EBI3|EBI3|27
Gabrielle Wheway|LYSMD3|LYSMD3|27
Gabrielle Wheway|ARHGAP21|ARHGAP21|27
Gabrielle Wheway|CDC73|CDC73|27
Gabrielle Wheway|RPL5|RPL5|27
Gabrielle Wheway|TM2D1|TM2D1|27
Gabrielle Wheway|CDCP2|CDCP2|27
Gabrielle Wheway|TM2D3|TM2D3|27
Gabrielle Wheway|L3HYPDH|L3HYPDH|27
Gabrielle Wheway|RPL7A|RPL7A|27
Gabrielle Wheway|RPL7L1|RPL7L1|27
Gabrielle Wheway|RAB36|RAB36|27
Gabrielle Wheway|TM4SF20|TM4SF20|27
Gabrielle Wheway|CFAP157|CFAP157|27
Gabrielle Wheway|NUP107|NUP107|27
Gabrielle Wheway|COPB2|COPB2|27
Gabrielle Wheway|LILRB4|LILRB4|27
Gabrielle Wheway|AKR1E2|AKR1E2|27
Gabrielle Wheway|LILRA5|LILRA5|27
Gabrielle Wheway|DDX23|DDX23|27
Gabrielle Wheway|CLSTN3|CLSTN3|27
Gabrielle Wheway|NUP214|NUP214|27
Gabrielle Wheway|RPS10|RPS10|27
Gabrielle Wheway|PGM2|PGM2|27
Gabrielle Wheway|CDK17|CDK17|27
Gabrielle Wheway|GNAT3|GNAT3|27
Gabrielle Wheway|PRDM8|PRDM8|27
Gabrielle Wheway|TMED4|TMED4|27
Gabrielle Wheway|DDX46|DDX46|27
Gabrielle Wheway|MAL|MAL|27
Gabrielle Wheway|CDK2AP1|CDK2AP1|27
Gabrielle Wheway|MAML3|MAML3|27
Gabrielle Wheway|RPS2|RPS2|27
Gabrielle Wheway|NUP58|NUP58|27
Gabrielle Wheway|SLC17A8|SLC17A8|27
Gabrielle Wheway|CDK5R2|CDK5R2|27
Gabrielle Wheway|C11orf94|C11orf94|27
Gabrielle Wheway|FBXO3|FBXO3|27
Gabrielle Wheway|MAN2A2|MAN2A2|27
Gabrielle Wheway|EPPIN|EPPIN|27
Gabrielle Wheway|FBXO34|FBXO34|27
Gabrielle Wheway|GNG2|GNG2|27
Gabrielle Wheway|MANEAL|MANEAL|27
Gabrielle Wheway|EMC3|EMC3|27
Gabrielle Wheway|C21orf2|C21orf2|27
Gabrielle Wheway|GDPGP1|GDPGP1|27
Gabrielle Wheway|FBXW7|FBXW7|27
Gabrielle Wheway|CPA1|CPA1|27
Gabrielle Wheway|STK36|STK36|27
Gabrielle Wheway|TMEM184C|TMEM184C|27
Gabrielle Wheway|ODF1|ODF1|27
Gabrielle Wheway|ODC1|ODC1|27
Gabrielle Wheway|PAFAH2|PAFAH2|27
Gabrielle Wheway|XAB2|XAB2|27
Gabrielle Wheway|N4BP2L2|N4BP2L2|27
Gabrielle Wheway|SLC25A52|SLC25A52|27
Gabrielle Wheway|STMN3|STMN3|27
Gabrielle Wheway|REXO5|REXO5|27
Gabrielle Wheway|CHMP1A|CHMP1A|27
Gabrielle Wheway|RPSA|RPSA|27
Gabrielle Wheway|MFAP1|MFAP1|27
Gabrielle Wheway|KIAA0100|KIAA0100|27
Gabrielle Wheway|DHDH|DHDH|27
Gabrielle Wheway|CELSR2|CELSR2|27
Gabrielle Wheway|ATP5F1|ATP5F1|27
Gabrielle Wheway|CELSR3|CELSR3|27
Gabrielle Wheway|BRINP1|BRINP1|27
Gabrielle Wheway|FGF19|FGF19|27
Gabrielle Wheway|DYNC1H1|DYNC1H1|27
Gabrielle Wheway|CAMK1G|CAMK1G|27
Gabrielle Wheway|SF3B1|SF3B1|27
Gabrielle Wheway|TRIM6-TRIM34|TRIM6-TRIM34|27
Gabrielle Wheway|FGF4|FGF4|27
Gabrielle Wheway|OR4A16|OR4A16|27
Gabrielle Wheway|YBX1|YBX1|27
Gabrielle Wheway|MIA|MIA|27
Gabrielle Wheway|OR6K6|OR6K6|27
Gabrielle Wheway|TRIM62|TRIM62|27
Gabrielle Wheway|GPAM|GPAM|27
Gabrielle Wheway|AMN1|AMN1|27
Gabrielle Wheway|RAD54B|RAD54B|27
Gabrielle Wheway|LRRC74B|LRRC74B|27
Gabrielle Wheway|OR51M1|OR51M1|27
Gabrielle Wheway|UBQLN1|UBQLN1|27
Gabrielle Wheway|MRGPRX3|MRGPRX3|27
Gabrielle Wheway|PSMC2|PSMC2|27
Gabrielle Wheway|PDZK1|PDZK1|27
Gabrielle Wheway|GTPBP3|GTPBP3|27
Gabrielle Wheway|ALYREF|ALYREF|27
Gabrielle Wheway|CEP164|CEP164|27
Gabrielle Wheway|KANSL1L|KANSL1L|27
Gabrielle Wheway|EIF2B4|EIF2B4|27
Gabrielle Wheway|HTR2A|HTR2A|27
Gabrielle Wheway|PROKR1|PROKR1|27
Gabrielle Wheway|NAPSA|NAPSA|27
Gabrielle Wheway|ANKAR|ANKAR|27
Gabrielle Wheway|CEP290|CEP290|27
Gabrielle Wheway|GPNMB|GPNMB|27
Gabrielle Wheway|ATP6V1E2|ATP6V1E2|27
Gabrielle Wheway|REXO2|REXO2|27
Gabrielle Wheway|TMPRSS5|TMPRSS5|27
Gabrielle Wheway|GPR135|GPR135|27
Gabrielle Wheway|PRPF19|PRPF19|27
Gabrielle Wheway|MBTPS1|MBTPS1|27
Gabrielle Wheway|RANBP3L|RANBP3L|27
Gabrielle Wheway|MNX1|MNX1|27
Gabrielle Wheway|KLK7|KLK7|27
Gabrielle Wheway|CAPN6|CAPN6|27
Gabrielle Wheway|MCM3AP|MCM3AP|27
Gabrielle Wheway|NMBR|NMBR|27
Gabrielle Wheway|TNFRSF14|TNFRSF14|27
Gabrielle Wheway|GPR18|GPR18|27
Gabrielle Wheway|GPR22|GPR22|27
Gabrielle Wheway|GPR26|GPR26|27
Gabrielle Wheway|MCRS1|MCRS1|27
Gabrielle Wheway|CRYGC|CRYGC|27
Gabrielle Wheway|NCK2|NCK2|27
Gabrielle Wheway|OTP|OTP|27
Gabrielle Wheway|ANKRD54|ANKRD54|27
Gabrielle Wheway|SUCNR1|SUCNR1|27
Gabrielle Wheway|BOLA1|BOLA1|27
Gabrielle Wheway|GPR65|GPR65|27
Gabrielle Wheway|GPR87|GPR87|27
Gabrielle Wheway|RAPGEF2|RAPGEF2|27
Gabrielle Wheway|SUMF2|SUMF2|27
Gabrielle Wheway|NCOA1|NCOA1|27
Gabrielle Wheway|RHOBTB3|RHOBTB3|27
Gabrielle Wheway|AWAT2|AWAT2|27
Gabrielle Wheway|RAPSN|RAPSN|27
Gabrielle Wheway|IDO1|IDO1|27
Gabrielle Wheway|B3GNT7|B3GNT7|27
Gabrielle Wheway|S100B|S100B|27
Gabrielle Wheway|S1PR5|S1PR5|27
Gabrielle Wheway|CSF3|CSF3|27
Gabrielle Wheway|CA4|CA4|27
Gabrielle Wheway|CARD11|CARD11|27
Gabrielle Wheway|UCHL3|UCHL3|27
Gabrielle Wheway|PKMYT1|PKMYT1|27
Gabrielle Wheway|PKN3|PKN3|27
Gabrielle Wheway|ZFP3|ZFP3|27
Gabrielle Wheway|CARS2|CARS2|27
Gabrielle Wheway|OAS1|OAS1|27
Gabrielle Wheway|NDUFA12|NDUFA12|27
Gabrielle Wheway|SAMD4B|SAMD4B|27
Gabrielle Wheway|VN1R5|VN1R5|27
Gabrielle Wheway|BAG6|BAG6|27
Gabrielle Wheway|PLA2G4C|PLA2G4C|27
Gabrielle Wheway|PLA2G4E|PLA2G4E|27
Gabrielle Wheway|GRHL2|GRHL2|27
Gabrielle Wheway|VPREB1|VPREB1|27
Gabrielle Wheway|LAMB1|LAMB1|27
Gabrielle Wheway|ZNF76|ZNF76|27
Gabrielle Wheway|SMAD2|SMAD2|27
Gabrielle Wheway|FRZB|FRZB|27
Gabrielle Wheway|AP1G2|AP1G2|27
Gabrielle Wheway|METTL1|METTL1|27
Gabrielle Wheway|PSMA2|PSMA2|27
Gabrielle Wheway|DNAJA2|DNAJA2|27
Gabrielle Wheway|ELAVL4|ELAVL4|27
Gabrielle Wheway|TPP1|TPP1|27
Gabrielle Wheway|RBM22|RBM22|27
Gabrielle Wheway|OR6C65|OR6C65|27
Gabrielle Wheway|SYT17|SYT17|27
Gabrielle Wheway|OR6C68|OR6C68|27
Gabrielle Wheway|OTUD5|OTUD5|27
Gabrielle Wheway|ZNF14|ZNF14|27
Gabrielle Wheway|CBR1|CBR1|27
Gabrielle Wheway|GRPR|GRPR|27
Gabrielle Wheway|PSMA5|PSMA5|27
Gabrielle Wheway|FAM9C|FAM9C|27
Gabrielle Wheway|PLG|PLG|27
Gabrielle Wheway|ZNRD1|ZNRD1|27
Gabrielle Wheway|LBX2|LBX2|27
Gabrielle Wheway|HSPA13|HSPA13|27
Gabrielle Wheway|ENO1|ENO1|27
Gabrielle Wheway|NEK4|NEK4|27
Gabrielle Wheway|CBX5|CBX5|27
Gabrielle Wheway|CCT3|CCT3|27
Gabrielle Wheway|SC5D|SC5D|27
Gabrielle Wheway|TFAP2E|TFAP2E|27
Gabrielle Wheway|SF3B6|SF3B6|27
Gabrielle Wheway|SMU1|SMU1|27
Gabrielle Wheway|USP4|USP4|27
Gabrielle Wheway|G6PC|G6PC|27
Gabrielle Wheway|ZNF845|ZNF845|27
Gabrielle Wheway|SCARF2|SCARF2|27
Gabrielle Wheway|ZNF34|ZNF34|27
Gabrielle Wheway|CCT6A|CCT6A|27
Gabrielle Wheway|SLC27A1|SLC27A1|27
Gabrielle Wheway|RCVRN|RCVRN|27
Gabrielle Wheway|FMC1|FMC1|27
Gabrielle Wheway|EGR3|EGR3|27
Gabrielle Wheway|FABP2|FABP2|27
Gabrielle Wheway|CENPJ|CENPJ|27
Gabrielle Wheway|DHRS11|DHRS11|27
Gabrielle Wheway|CCDC12|CCDC12|27
Gabrielle Wheway|NFX1|NFX1|27
Gabrielle Wheway|NFYB|NFYB|27
Gabrielle Wheway|PMP22|PMP22|27
Gabrielle Wheway|ADAM20|ADAM20|27
Gabrielle Wheway|APOM|APOM|27
Gabrielle Wheway|FAM187B|FAM187B|27
Gabrielle Wheway|CCDC13|CCDC13|27
Gabrielle Wheway|RMDN3|RMDN3|27
Gabrielle Wheway|CTRB2|CTRB2|27
Gabrielle Wheway|POLN|POLN|27
Gabrielle Wheway|CD37|CD37|27
Gabrielle Wheway|TASP1|TASP1|27
Gabrielle Wheway|LRRC8E|LRRC8E|27
Gabrielle Wheway|GLRX|GLRX|27
Gabrielle Wheway|PSMC5|PSMC5|27
Gabrielle Wheway|PAX6|PAX6|27
Gabrielle Wheway|TRIM47|TRIM47|27
Gabrielle Wheway|TRIM65|TRIM65|27
Gabrielle Wheway|IL1R1|IL1R1|27
Gabrielle Wheway|SDHA|SDHA|27
Gabrielle Wheway|BDKRB1|BDKRB1|27
Gabrielle Wheway|REPIN1|REPIN1|27
Gabrielle Wheway|CITED4|CITED4|27
Gabrielle Wheway|CD81|CD81|27
Gabrielle Wheway|MTNR1B|MTNR1B|27
Gabrielle Wheway|NLK|NLK|27
Gabrielle Wheway|DNPEP|DNPEP|27
Gabrielle Wheway|PSMD12|PSMD12|27
Gabrielle Wheway|BHLHA15|BHLHA15|27
Gabrielle Wheway|SEC11A|SEC11A|27
Gabrielle Wheway|CDC16|CDC16|27
Gabrielle Wheway|SRSF1|SRSF1|27
Gabrielle Wheway|KDM8|KDM8|27
Gabrielle Wheway|FAM19A2|FAM19A2|27
Gabrielle Wheway|ASNS|ASNS|27
Gabrielle Wheway|NAT8B|NAT8B|27
Gabrielle Wheway|VCP|VCP|27
Gabrielle Wheway|SHANK3|SHANK3|27
Gabrielle Wheway|GAL3ST2|GAL3ST2|27
Gabrielle Wheway|MXD4|MXD4|27
Gabrielle Wheway|H1FOO|H1FOO|27
Gabrielle Wheway|RAB42|RAB42|27
Gabrielle Wheway|SEC24B|SEC24B|27
Gabrielle Wheway|CLDN16|CLDN16|27
Gabrielle Wheway|BMS1|BMS1|27
Gabrielle Wheway|GPR63|GPR63|27
Gabrielle Wheway|HADH|HADH|27
Gabrielle Wheway|DPP3|DPP3|27
Gabrielle Wheway|POLR1E|POLR1E|27
Gabrielle Wheway|ECD|ECD|27
Gabrielle Wheway|GCNT1|GCNT1|27
Gabrielle Wheway|SIX2|SIX2|27
Gabrielle Wheway|LMX1B|LMX1B|27
Gabrielle Wheway|HAND2|HAND2|27
Gabrielle Wheway|SEC62|SEC62|27
Gabrielle Wheway|PCYT2|PCYT2|27
Gabrielle Wheway|NOB1|NOB1|27
Gabrielle Wheway|CLIP1|CLIP1|27
Gabrielle Wheway|BRF2|BRF2|27
Gabrielle Wheway|NOBOX|NOBOX|27
Gabrielle Wheway|HBE1|HBE1|27
Gabrielle Wheway|VPS13D|VPS13D|27
Gabrielle Wheway|MPHOSPH9|MPHOSPH9|27
Gabrielle Wheway|ADGRB1|ADGRB1|27
Gabrielle Wheway|ARHGEF15|ARHGEF15|27
Gabrielle Wheway|POLR3D|POLR3D|27
Gabrielle Wheway|PPTC7|PPTC7|27
Gabrielle Wheway|MAGEB16|MAGEB16|27
Gabrielle Wheway|AKTIP|AKTIP|27
Gabrielle Wheway|NOMO1|NOMO1|27
Gabrielle Wheway|TSSK3|TSSK3|27
Gabrielle Wheway|ARIH1|ARIH1|27
Gabrielle Wheway|ADAM8|ADAM8|27
Gabrielle Wheway|ADAMTS10|ADAMTS10|27
Gabrielle Wheway|TTBK2|TTBK2|27
Gabrielle Wheway|NOP58|NOP58|27
Gabrielle Wheway|ADAMTS17|ADAMTS17|27
Gabrielle Wheway|RPL34|RPL34|27
Gabrielle Wheway|VPS28|VPS28|27
Gabrielle Wheway|RPL17|RPL17|27
Gabrielle Wheway|ETV6|ETV6|27
Gabrielle Wheway|POU2AF1|POU2AF1|27
Gabrielle Wheway|MRAS|MRAS|27
Gabrielle Wheway|EVI2A|EVI2A|27
Gabrielle Wheway|GFRA3|GFRA3|27
Gabrielle Wheway|BUB1B|BUB1B|27
Gabrielle Wheway|CLVS1|CLVS1|27
Gabrielle Wheway|PPAN|PPAN|27
Gabrielle Wheway|CCNK|CCNK|27
Gabrielle Wheway|PPARGC1B|PPARGC1B|27
Gabrielle Wheway|ARL6IP4|ARL6IP4|27
Gabrielle Wheway|CCR1|CCR1|27
Gabrielle Wheway|CNBP|CNBP|27
Gabrielle Wheway|AY761185|AY761185|27
Gabrielle Wheway|ADGRG5|ADGRG5|27
