Gene_name	Gene_synonyms
LOC100418992	-
LOC100418993	-
LOC100418997	-
SNX18P1Y	-
LOC100419003	-
SNX18P24	-
SNX18P25	-
NF1P1	NF1HHS
TUBAP3	TUBA8P1
PRR20G	-
LOC100419014	-
LOC100419016	-
CCNYL7	-
SNX18P15	-
SNX18P16	-
SNX18P18	-
SNX18P19	-
PDCL3P6	-
SNX18P17	-
SNX18P21	-
SNX18P20	-
SNX18P22	-
SNX25P1	-
NF1P4	NF1L4
NF1P4	NF1L6
PRDX3P1	-
APONP	-
TUBAP14	-
LOC100419037	-
SNX18P26	-
SNX18P10	-
SNX18P12	-
SNX18P13	-
SNX18P11	-
LOC100419045	-
LOC100419046	-
SNX19P4	-
LOC100419052	-
LOC100419053	-
SAGE3P	-
CLCN3P1	-
LOC100419058	-
LOC100419059	-
FOSL1P1	-
NUP35P1	-
PNLIPP1	-
ENO1P3	-
NUP210P3	-
LOC100419073	-
AK3P2	HsT26053
AK3P3	-
FCRL6P1	-
LOC100419079	-
DUXAP12	-
SRMP3	-
LOC100419092	-
TXNL1P1	-
LOC100419096	-
ENO1P2	-
LOC100419102	-
LOC100419108	-
RPL4P7	-
LOC100419140	-
HCFC2P1	-
LOC100419154	-
SETP12	-
LOC100419161	-
LOC100419170	-
LOC100419174	-
SETP6	-
PDLIM1P4	-
SETP11	-
PRSS52P	-
LOC100419232	-
LOC100419238	-
BTG3P1	-
LOC100419257	-
LOC100419284	-
LOC100419293	-
LOC100419301	-
LOC100419307	-
LOC100419318	-
LOC100419319	-
LOC100419321	-
BCL9P1	-
CENPIP1	-
H3P15	-
LOC100419356	-
LOC100419366	-
RPL21P135	-
RPL12P44	-
SRPK2P	SRPK2ps
ASNSP4	-
PDLIM1P2	-
PDLIM1P3	-
LOC100419436	-
LOC100419447	-
LOC100419451	-
LOC100419458	-
RPS23P10	-
RPS23P9	-
RPL12P45	-
HDAC1P2	-
LOC100419503	-
LOC100419506	-
LOC100419511	-
LOC100419512	-
LOC100419513	-
LOC100419515	-
LOC100419516	-
LOC100419520	-
RPL21P136	-
LOC100419525	-
LOC100419542	-
LOC100419545	-
RPS27AP18	-
LOC100419549	-
LOC100419552	-
LOC100419553	-
ZNF92P1Y	-
KARS1P1	KARSP1
KARS1P2	KARSP2
LOC100419562	-
LOC100419565	-
LOC100419570	-
LOC100419572	-
LOC100419574	-
LOC100419579	-
LOC100419583	-
HDAC1P1	-
RNF10P1	-
ZNF90P2	ZNF463P
ZNF90P2	dJ111M5.3
ZNF602P	dJ265C24.5
ZNF70P1	ZNF314P
ZNF70P1	bCX269C15.3
ZNF70P1	dJ1033B10.7
TYMSP1	-
LOC100419613	-
MIOXP1	-
LOC100419615	-
LOC100419616	-
LOC100419617	-
LOC100419620	-
LOC100419621	-
LOC100419622	-
LOC100419624	-
LOC100419639	-
LOC100419641	-
LOC100419642	-
RNF14P3	-
LOC100419644	-
RNF14P4	-
PRAMEF35P	-
RPL23AP85	-
LOC100419654	-
LOC100419668	-
LOC100419673	-
LOC100419678	-
LOC100419679	-
LOC100419680	-
ZNF863P	-
LOC100419684	-
LOC100419685	-
LOC100419686	-
RNF152P1	-
LOC100419690	-
LOC100419691	-
LOC100419692	-
LOC100419693	-
LOC100419700	-
LOC100419701	-
LOC100419702	-
LOC100419704	-
ZNF92P2	-
LOC100419706	-
LOC100419707	-
ZNF887P	ZNF887
LOC100419712	-
LOC100419713	-
AHCYP6	-
LOC100419715	-
LOC100419716	-
SALL4P1	-
LOC100419720	-
LOC100419721	-
RNF19BPY	-
ZNF736P8Y	-
ZNF736P7Y	-
ZNF736P9Y	-
ZNF736P10Y	-
ZNF886P	-
ZNF884P	-
ZNF736P11Y	-
ZNF736P12Y	-
ZNF736P6Y	-
ZNF839P1	-
ZNF885P	-
ZNF736P4Y	-
LOC100419737	-
LOC100419739	-
LOC100419741	-
R3HDM2P1	-
DBET	DBE-T
DBET	DUX4L30
LOC100419748	-
LOC100419750	-
ZNF587P1	-
LOC100419752	-
LOC100419755	-
ZNF968P	-
PKMP3	-
LOC100419761	-
LOC100419762	-
LOC100419763	-
GARS1P1	GARSP1
LOC100419768	-
LOC100419772	-
LOC100419773	-
LOC100419774	-
LOC100419775	-
ZNF619P1	-
RNF138P2	-
LOC100419779	-
ZNF722P	ZNF722
LOC100419781	-
LOC100419782	-
LOC100419783	-
LOC100419784	-
LOC100419786	-
RNF19BPX	RNF19BX
LOC100419790	-
LOC100419791	-
LOC100419792	-
BEND7P1	-
LOC100419794	-
LOC100419795	-
LOC100419796	-
LOC100419798	-
LOC100419799	-
LOC100419801	-
LOC100419802	-
LOC100419803	-
LOC100419806	-
LOC100419811	-
LOC100419812	-
ANKRD49P1	-
SOWAHCP5	-
OTX2P2	-
CSNK1G2P1	-
LOC100419824	-
LOC100419825	-
ZKSCAN7P1	-
RARS1P1	RARSP1
LOC100419830	-
LOC100419831	-
LOC100419833	-
LOC100419834	-
LOC100419835	-
LOC100419836	-
LOC100419839	-
LOC100419840	-
LOC100419841	-
LOC100419842	-
LOC100419845	-
LOC100419847	-
LOC100419848	-
LOC100419851	-
LOC100419852	-
LOC100419853	-
ZNF646P1	-
SALL4P4	-
LOC100419859	-
LOC100419861	-
LOC100419862	-
LOC100419863	-
ZNF444P1	ZNF864P
ZNF101P1	-
ZNF33BP1	-
LOC100419870	-
LOC100419872	-
ZNF519P1	-
FNBP1P2	-
LOC100419877	-
LOC100419878	-
KIF3AP1	-
LOC100419882	-
YAP1P3	-
LOC100419888	-
LOC100419890	-
LOC100419891	-
LOC100419892	-
ZNF415P1	-
LOC100419894	-
ZNF971P	-
LOC100419896	-
LOC100419901	-
RWDD4P1	FAM28BP
ANKRD11P2	-
LOC100419907	-
LOC100419908	-
YAP1P2	-
LOC100419911	-
LOC100419912	-
LOC100419913	-
LOC100419915	-
CDK8P1	CDK8PS
LOC100419917	-
LOC100419920	-
LOC100419921	-
LOC100419923	-
LOC100419924	-
LOC100419925	-
LOC100419926	-
LOC100419928	-
GCNAP1	-
CENPUP2	-
LOC100419932	-
LOC100419935	-
TRIM51DP	-
HMGB1P21	-
HMGB3P17	-
HMGB3P3	-
HMGB1P35	-
LOC100419951	-
LOC100419952	-
SDAD1P4	-
LOC100419956	-
SOWAHCP2	-
LOC100419959	-
LOC100419960	-
ANKRD54P1	-
YY1P1	-
RSU1P3	-
LOC100419966	-
LOC100419967	-
HMGB1P36	-
LOC100419969	-
PRELID1P2	-
HMGB1P39	-
HMGB1P17	-
LOC100419975	-
LOC100419977	-
HMGB1P46	-
HMGB1P19	-
LOC100419980	-
LOC100419984	-
LOC100419985	-
LOC100419986	-
LOC100419987	-
THUMPD3P1	-
LOC100419991	-
HMGB1P32	-
HMGB1P11	HMGB1L11
LOC100420002	-
E2F3P2	-
HSPA8P10	-
FAR2P4	-
LOC100420006	-
LOC100420008	-
LOC100420011	-
ARF1P2	-
HMGB1P49	-
HMGB3P29	-
LOC100420018	-
LOC100420019	-
LOC100420020	-
LOC100420021	-
LOC100420022	-
LOC100420024	-
LOC100420025	-
LOC100420027	-
HSPA8P4	-
MORF4L1P4	-
HMGB3P7	-
LOC100420035	-
RFPL4AP4	-
HSPA8P12	-
HMGB1P43	-
CARS1P1	CARSP1
CACYBPP1	-
HMGB1P7	-
PRELID1P3	-
RAD51AP1P1	-
LOC100420048	-
HSPA8P19	-
LOC100420050	-
HSPA8P15	-
LOC100420052	-
LOC100420053	-
LOC100420054	-
RFPL4AP7	-
LOC100420057	-
RFPL4AP5	-
RFPL4AP2	-
LOC100420060	-
LOC100420061	-
LOC100420062	-
HMGB1P24	-
LOC100420064	-
LOC100420066	-
TMEM231P1	-
EI24P4	-
DPY19L4P2	-
LOC100420074	-
PLCE1P1	-
HSPA8P7	-
LOC100420083	-
LOC100420084	-
LOC100420089	-
LOC100420092	-
LOC100420095	-
LOC100420096	-
LOC100420097	-
LOC100420098	-
HMGB1P34	-
LOC100420103	-
RBM7P1	-
WBP1P1	-
SCYL2P1	-
KLF4P1	-
LOC100420114	-
LOC100420116	-
LOC100420117	-
LOC100420118	-
LOC100420119	-
MRGPRX9P	-
LOC100420122	-
MRGPRX8P	-
LOC100420127	-
LOC100420130	-
HSPA8P2	-
HSPA8P3	-
LOC100420144	-
BECN1P2	-
RPL7L1P2	-
FTLP16	-
RRM2P3	-
LOC100420162	-
LOC100420166	-
LOC100420170	-
LOC100420171	-
LOC100420172	-
LOC100420174	-
LOC100420175	-
LOC100420177	-
E2F6P3	-
DBF4P2	-
LOC100420186	-
LOC100420187	-
SEPHS1P3	-
SEPHS2P1	SEPHS1P5
LUC7L3P1	-
RPL7L1P12	-
RPL7L1P6	-
CICP16	-
LOC100420205	-
RPL36AP55	-
MED28P1	-
LOC100420211	-
RBM11P1	-
LOC100420214	-
LOC100420215	-
ALOXE3P1	-
RNMTL1P2	-
CICP12	-
LOC100420226	-
LOC100420228	-
LOC100420230	-
LOC100420245	-
LOC100420247	-
LOC100420250	-
MFFP1	-
LOC100420252	-
CTBP2P8	-
LOC100420254	-
LOC100420255	-
CICP27	-
PLA2G12AP1	-
GDI2P2	-
NOTCH2P1	-
LOC100420262	-
CICP21	-
FBP2P1	-
RAD54L2P1	-
PRELID3BP4	-
PRELID3BP9	-
PLA2G12AP2	-
SEC63P2	-
LOC100420289	-
SEPHS1P2	-
CICP9	-
RNMTL1P1	-
LOC100420298	-
FTH1P23	FTHL23
FTH1P26	FTHL26
LOC100420304	-
LOC100420305	-
NTAN1P2	-
ITM2BP1	HsT33912
ITM2BP1	ITM2BP
LOC100420311	-
LOC100420317	-
LOC100420318	-
LOC100420320	-
LOC100420321	-
LOC100420322	-
LOC100420323	-
LOC100420324	-
LOC100420325	-
LOC100420326	-
LOC100420331	-
LOC100420334	-
LOC100420336	-
LOC100420338	-
LOC100420339	-
SEC63P1	-
CHIAP1	-
LOC100420343	-
LOC100420347	-
USP8P2	-
LOC100420353	-
ECM1P1	-
NTAN1P3	-
BUD13P1	-
RPA2P3	-
TRIM60P1Y	TRIM60P1
TRIM60P1Y	TRIM60PY1
TRIM60P2Y	TRIM60P2
TRIM60P2Y	TRIM60PY2
TRIM60P3Y	TRIM60P3
TRIM60P3Y	TRIM60PY3
TRIM60P4Y	TRIM60P4
TRIM60P4Y	TRIM60PY4
TRIM60P5Y	TRIM60P5
TRIM60P5Y	TRIM60PY5
TRIM60P6Y	TRIM60P6
TRIM60P6Y	TRIM60PY6
TRIM60P7Y	TRIM60P7
TRIM60P7Y	TRIM60PY7
TRIM60P8Y	TRIM60P8
TRIM60P8Y	TRIM60PY8
TRIM60P9Y	TRIM60P9
TRIM60P9Y	TRIM60PY9
TRIM60P10Y	TRIM60P10
TRIM60P10Y	TRIM60PY10
TRIM60P11Y	TRIM60P11
TRIM60P11Y	TRIM60PY11
TRIM60P12Y	TRIM60P12
TRIM60P12Y	TRIM60PY12
LOC100420385	-
LOC100420386	-
NTAN1P1	-
BTBD7P2	-
TPMTP2	-
NT5C3AP2	-
BTBD10P2	-
LOC100420403	-
LOC100420404	-
TRIM60P15	-
IRF5P1	-
LOC100420408	-
H3P41	H3F3BP2
H3P41	p51
TRIM60P16	-
GPR141BP	-
TRIM60P17	-
TRIM60P18	-
LOC100420418	-
LOC100420420	-
LOC100420423	-
LOC100420424	-
USP21P2	-
LOC100420429	-
LOC100420430	-
LOC100420432	-
STIP1P1	-
USP21P1	-
STIP1P2	-
LOC100420437	-
LOC100420438	-
USP12P3	-
LOC100420440	-
LOC100420442	-
LOC100420446	-
LOC100420449	-
SERBP1P6	-
NT5CP3	-
TATDN2P3	-
LDHAL6EP	-
LOC100420464	-
LOC100420466	-
LOC100420467	-
ARL4AP4	-
DUSP12P1	-
SSR1P1	-
LDHAL6FP	-
LOC100420480	-
GPR160P2	-
THEMIS3P	-
LOC100420489	-
LOC100420494	-
LOC100420499	-
LOC100420500	-
YRDCP1	-
CDCA4P1	-
EGLN3P1	-
ADAM1B	-
LDHAL6DP	-
XIAPP2	-
LOC100420510	-
RPEP1	-
LOC100420513	-
LOC100420514	-
LOC100420515	-
RANP8	-
MOCS3P2	-
PAWRP1	-
RBBP4P2	-
LOC100420528	-
LOC100420531	-
LOC100420532	-
LOC100420534	-
PAWRP2	-
LOC100420536	-
LOC100420539	-
LOC100420540	-
LOC100420541	-
LOC100420545	-
GTF2IP5	-
LOC100420547	-
LOC100420548	-
LOC100420549	-
LOC100420551	-
RBBP8P1	-
RPEP3	-
CPT2P1	-
NSRP1P1	CCDC55P1
CDCA4P3	-
LOC100420563	-
PGAM1P6	-
VDAC1P13	-
LOC100420569	-
RAB1AP1	-
LOC100420572	-
VDAC2P4	-
LRRC57P1	-
LOC100420576	-
LOC100420580	-
LOC100420583	-
LOC100420584	-
LOC100420586	-
LOC100420587	-
CCDC58P5	-
LRRC6P1	-
RPEP6	-
OSBPL9P3	-
GTF3AP4	-
RBBP8P2	-
RPP40P2	-
LOC100420611	-
ERP29P1	ERP28P
LRRC34P2	-
LOC100420615	-
LOC100420617	-
LOC100420618	-
MCUR1P2	-
MTAPP2	-
GSTA8P	GSTAP7
BTRCP1	-
PGAM1P10	-
LOC100420638	-
LOC100420641	-
LOC100420642	-
LOC100420644	-
LOC100420647	-
LOC100420648	-
PGAM1P7	-
LOC100420653	-
QTRT1P1	-
LOC100420658	-
PGAM1P11	-
RPEP4	-
KDM3AP1	-
LOC100420667	-
LOC100420668	-
SLC44A3P1	-
NPAP1P8	-
NPAP1P5	-
LOC100420673	-
CCDC150P1	-
LOC100420679	-
LOC100420680	-
PGAM1P9	-
LOC100420683	-
CASC4P1	-
LOC100420693	-
ABT1P1	-
LOC100420707	-
TPST2P1	-
LOC100420711	-
RAB5CP1	-
NEFMP1	-
LOC100420738	-
LOC100420741	-
LOC100420742	-
LOC100420743	-
LOC100420746	-
LOC100420748	-
SRP72P1	-
SOCS5P1	-
LOC100420758	-
LOC100420759	-
LOC100420760	-
CKAP2P1	-
LOC100420765	-
LOC100420769	-
MYG1P1	C12orf10P1
COPRSP1	-
LOC100420774	-
LOC100420775	-
CNTNAP3P6	-
CNTNAP3P7	-
LOC100420778	-
LOC100420779	-
C2orf27AP3	-
CNTNAP3P8	-
CNTNAP3P5	-
CNTNAP3P1	-
LOC100420788	-
LOC100420789	-
LOC100420790	-
NDFIP1P1	-
LOC100420794	-
LOC100420797	-
LOC100420798	-
LOC100420800	-
LOC100420801	-
LOC100420802	-
LOC100420803	-
LOC100420804	-
C2orf27AP1	-
LOC100420818	-
LOC100420821	-
NPAP1P1	-
LOC100420828	-
NPAP1P2	-
NPAP1P3	-
LOC100420831	-
LOC100420832	-
FGFR3P4	-
SRRM1P2	-
LOC100420839	-
KATNBL1P5	-
KNOP1P4	-
LOC100420845	-
LOC100420848	-
LOC100420850	-
LOC100420851	-
LOC100420852	-
LOC100420853	-
SPDYE22P	-
C2orf69P4	-
LOC100420863	-
LOC100420864	-
LOC100420869	-
LOC100420872	-
FAM204BP	-
SLC25A39P1	-
LOC100420878	-
LOC100420879	-
LOC100420880	-
FGFR3P6	-
LOC100420885	-
RNFT1P1	-
LOC100420887	-
TOR1BP1	-
ANAPC1P3	-
ANAPC1P5	-
RTRAFP1	-
VPS26CP1	-
LOC100420895	-
LOC100420896	-
LOC100420897	-
KNOP1P2	-
LOC100420899	-
PRXL2AP1	FAM213AP1
HAUS8P1	-
LOC100420902	-
LOC100420904	-
LOC100420907	-
TMEM251P1	-
PRMT1P1	-
RTRAFP2	-
FAM204CP	-
KATNBL1P1	-
ZDHHC4P1	-
AMMECR1LP1	-
RNF6P1	-
LOC100420925	-
ZEB2P1	ZEB1P1
PRMT5P1	-
LOC100420928	-
LOC100420929	-
LOC100420930	-
LOC100420939	-
LOC100420940	-
BTN1A1P1	-
LOC100420944	-
KATNBL1P3	-
LOC100420948	-
LOC100420949	-
MRPL37P1	HsT4307
LOC100420951	-
FGFR3P5	-
LOC100420954	-
LOC100420955	-
LOC100420957	-
LOC100420958	-
FAM204DP	-
LOC100420966	-
LOC100420967	-
LYARP1	-
ZFYVE9P2	-
GMCL1P2	-
LOC100420981	-
LOC100420982	-
LOC100420983	-
LOC100420990	-
HAVCR1P2	-
LOC100421006	-
SLC9B1P3	-
LOC100421009	-
LOC100421010	-
AMZ2P2	-
LOC100421022	-
LOC100421023	-
LOC100421028	-
LOC100421029	-
LOC100421031	-
LOC100421039	-
LOC100421043	-
BCAS2P2	-
SOD2P1	-
RBMX2P3	-
RIPPLY3P1	DSCR6P1
ZMYND19P1	-
GSTM3P2	-
PABPC1P11	-
LOC100421061	-
LOC100421064	-
LOC100421071	-
COQ10BP2	-
LOC100421074	-
RCC2P2	-
LOC100421087	-
RCC2P4	-
LOC100421091	-
LOC100421092	-
LOC100421093	-
LOC100421094	-
NCAPGP1	-
ALG1L12P	-
LOC100421100	-
LOC100421108	-
LOC100421109	-
LOC100421110	-
CROCCP4	-
CROCCP5	-
LOC100421116	-
LOC100421121	-
LOC100421122	-
PGBD4P5	-
SMC4P1	-
LOC100421126	-
IFNL3P1	IFNL1P1
IFNL3P1	IL28BP1
LOC100421130	-
RCC2P6	-
PGAM5P1	-
PGBD4P3	-
DPPA2P1	-
LOC100421141	-
LOC100421142	-
ELL2P2	-
PGBD4P4	-
NCAPGP2	-
COQ10BP1	-
DLEC1P1	-
LOC100421154	-
DPPA4P1	-
LOC100421158	-
LOC100421160	-
LOC100421161	-
LOC100421165	-
SEC24AP1	-
SCML2P1	-
LOC100421169	-
LOC100421171	-
SCML2P2	-
LOC100421173	-
LOC100421174	-
NCAPD2P1	-
TDGF1P1	-
PGAM4P1	-
LOC100421179	-
PGBD4P6	-
PGBD4P7	-
ZBTB2P1	-
PGBD4P8	-
GAPDHP57	-
GAPDHP49	-
PDK1P1	-
LOC100421197	-
LAMP1P1	LAMP1L1
LOC100421201	-
LOC100421202	-
LOC100421204	-
LOC100421207	-
USP9YP5	-
USP9YP8	-
USP9YP9	-
USP9YP10	-
USP9YP11	-
RABEPKP1	-
PGBD4P2	-
GAPDHP56	-
LOC100421235	-
GAPDHP50	-
LOC100421238	-
FANCD2P1	-
NIP7P3	-
LOC100421246	-
LOC100421248	-
LOC100421250	-
LOC100421256	-
LOC100421257	-
LOC100421258	-
LOC100421259	-
LOC100421267	-
LOC100421269	-
GAPDHP51	-
LOC100421273	-
LOC100421279	-
LOC100421281	-
LOC100421287	-
LOC100421288	-
PRCPP1	-
LOC100421292	-
LOC100421293	-
LOC100421294	-
PRPS1P2	PRPS1L2
SRSF11P1	-
LOC100421300	-
LOC100421303	-
LOC100421306	-
DDX43P1	-
LOC100421308	-
LOC100421309	-
BRCC3P1	-
GAPDHP52	-
GAPDHP53	-
GAPDHP54	-
HNRNPRP3	-
GAPDHP55	-
DDX50P2	RH_II/GuBp2
LOC100421330	-
SAMD11P1	-
LOC100421332	-
LOC100421336	-
CNOT7P1	-
FNDC3CP	-
UBE2V2P3	-
LOC100421343	-
LOC100421344	-
LOC100421347	-
LOC100421349	-
TCEA1P4	-
HNRNPA1P14	-
HNRNPA1P15	-
HNRNPRP2	-
HNRNPA3P7	-
LOC100421358	-
IDI1P3	-
LOC100421362	-
ANKRD20A17P	-
LOC100421364	-
LOC100421368	-
DDX20P1	-
DDX10P1	-
LOC100421372	-
MPRIPP1	-
HNRNPA1P17	-
HNRNPA1P77	-
HNRNPA1P37	-
HNRNPA1P38	-
LOC100421385	-
LOC100421386	-
LOC100421387	-
HNRNPA1P9	-
EIF5P1	-
EIF5P2	-
HNRNPA3P12	-
HNRNPA1P68	-
HNRNPA1P54	-
HNRNPA1P46	-
LOC100421400	-
LOC100421401	-
LOC100421402	-
LOC100421404	-
LOC100421409	-
HNRNPA3P10	-
LOC100421414	-
HNRNPA3P9	-
LOC100421417	-
LOC100421419	-
TPT1P5	-
ANKRD20A10P	ANKRD20A4P1
HNRNPA1P29	-
ANKRD20A16P	-
RNGTTP1	-
RTEL1P1	-
HNRNPA1P74	-
HNRNPA3P11	-
HNRNPA1P44	-
HNRNPA1P71	-
UBE2FP1	-
DNAJB6P7	-
LOC100421438	-
TPT1P3	-
LOC100421444	-
LOC100421446	-
HNRNPA3P16	-
EIF4EP4	-
LOC100421462	-
LOC100421465	-
LOC100421468	-
LOC100421471	-
MTFR2P1	-
TVP23BP2	FAM18B4P
LOC100421474	-
FAM71BP1	-
HTR1DP1	-
TPT1P12	-
LOC100421482	-
LOC100421483	-
MARK2P11	-
MARK2P5	-
CCNQP2	FAM58AP1
CCNQP2	FAM58CP
CCNQP2	FAM58Y
LOC100421490	-
PIMREGP4	-
LOC100421494	-
ACTR6P1	-
MARK2P4	-
MARK2P8	-
MARK2P17	-
MARK2P6	-
MARK2P1	-
MARK2P2	-
MARK3P2	-
LOC100421504	-
LOC100421505	-
ILF2P1	-
MARK2P3	-
LOC100421508	-
LARP7P4	-
LOC100421510	-
LOC100421511	-
RBPMS2P1	-
LOC100421513	-
BMPR1AP1	BMPR1APS1
LOC100421517	-
LOC100421518	-
LOC100421523	-
DNAJB6P8	-
LOC100421527	-
EIF4BP5	-
MARK2P7	-
EIF4A1P10	-
GEMIN8P3	-
LOC100421536	-
BPNT2P	-
SUZ12P2	-
LOC100421541	-
DNAJA1P6	-
EIF4HP2	-
LOC100421548	-
RFC5P1	-
MARK3P1	-
LOC100421558	-
LOC100421559	-
GCNT1P2	-
LOC100421561	-
MARK2P12	-
CCNQP3	FAM58DP
LOC100421569	-
MESTP2	-
LOC100421574	-
FAM21EP	-
EIF4A2P2	-
LOC100421580	-
GCNT1P3	-
PAIP1P1	bCX300M20.3
PAIP1P1	bPG254M11.3
PAIP1P1	bQB44E15.5
LOC100421583	-
SINHCAFP1	FAM60BP
SINHCAFP1	HsT2323
LRRC37A7P	-
LOC100421591	-
LOC100421594	-
THRAP3P3	-
LOC100421597	-
GCNT1P5	-
TVP23CP1	-
PPATP2	-
LOC100421602	-
LOC100421603	-
FAM133FP	-
C4BPAP3	-
LOC100421611	-
LOC100421614	-
FAM133GP	-
LOC100421618	-
LOC100421620	-
FAM187B2P	-
LOC100421622	-
ZP3P1	-
METTL21AP1	-
LOC100421630	-
THRAP3P2	-
WARS2P1	-
CUBNP3	-
LOC100421636	-
LOC100421637	-
CTAGE13P	-
LOC100421641	-
ZP3P2	-
LOC100421646	-
SUCLA2P3	-
LOC100421651	-
PTP4A1P1	-
LOC100421655	-
HNRNPDLP4	-
LOC100421658	-
LOC100421663	-
LOC100421664	-
LOC100421667	-
LOC100421669	-
LOC100421670	-
SUCLG2P1	-
LOC100421672	-
LOC100421673	-
LOC100421674	-
ARL2BPP9	-
PTP4A1P7	-
LOC100421684	-
LOC100421685	-
NSA2P5	-
LOC100421690	-
LOC100421691	-
LOC100421692	-
NSA2P7	-
GLULP5	-
BNIP3P10	-
BNIP3P14	-
BNIP3P23	-
BNIP3P24	-
BNIP3P26	-
BNIP3P29	-
BNIP3P39	-
BNIP3P40	-
BNIP3P12	-
BNIP3P17	-
BNIP3P20	-
BNIP3P22	-
BNIP3P25	-
BNIP3P27	-
BNIP3P38	-
BNIP3P8	-
SUCLG2P3	-
UBE2Q2P4Y	UBE2Q2PY1
UBE2Q2P5Y	UBE2Q2PY2
NEK4P1	-
NSA2P6	-
BNIP3P5	-
NEK4P3	-
VPS26BP1	-
LOC100421730	-
VPS26AP1	-
EEF1GP6	-
NEK4P2	-
BNIP3P3	-
LOC100421737	-
ARAFP1	-
LOC100421742	-
LOC100421746	-
NSA2P1	-
LOC100421751	-
BNIP3P2	-
EEF1B2P7	-
NSA2P4	-
UBE2Q2P7	-
UBE2Q2P11	-
UBE2Q2P12	-
UBE2Q2P6	-
UBE2Q2P8	-
EEF1B2P8	-
LOC100421775	-
NIPA2P4	-
ACSM5P1	-
LOC100421782	-
STK24P1	-
LOC100421787	-
KMT5AP2	-
PUS7P1	-
LOC100421793	-
HNRNPCP6	-
ST3GAL5P1	-
EEF1A1P19	-
EEF1A1P20	-
LOC100421798	-
LONRF2P2	-
LOC100421802	-
ENPP7P9	-
ST3GAL1P1	-
ENPP7P10	-
ENPP7P11	-
EEF1A1P21	-
LOC100421808	-
LONRF2P3	-
LONRF2P4	-
LOC100421811	-
ENPP7P2	-
EEF1A1P23	-
ENPP7P4	-
LOC100421817	-
KMT5AP3	-
EEF1A1P36	-
LOC100421821	-
LOC100421822	-
ENPP7P1	-
LOC100421824	-
EEF1A1P37	-
LONRF2P1	-
HNRNPCP4	-
EEF1A1P10	EEF1AL8
LOC100421840	-
LOC100421842	-
EEF1A1P4	EEF1AL2
LOC100421855	-
ENPP7P7	-
ENPP7P8	-
CBX3P3	-
LOC100421863	-
EEF1A1P3	EEF1AL
EEF1A1P3	EEF1AL1
LOC100421868	-
LOC100421870	-
LOC100421893	-
LOC100421894	-
LOC100421901	-
LOC100421910	-
MOB4P1	-
NACAP9	NACAP4
CBX3P5	-
ARPC3P4	-
CBX3P7	-
LOC100421976	-
LOC100421985	-
LOC100422013	-
EFL1P2	EFTUD1P2
LOC100422020	-
LOC100422021	-
LOC100422022	-
UGT2A3P7	-
LOC100422024	-
LOC100422026	-
LOC100422029	-
LOC100422032	-
LOC100422044	-
LOC100422053	-
VPS35P1	-
ABCF2P2	-
LOC100422076	-
ASH2LP2	-
SLC30A6P1	-
KCTD5P1	-
LOC100422106	-
KCTD9P5	-
LOC100422188	-
LOC100422189	-
LOC100422190	-
LOC100422194	-
EIF3EP4	-
LOC100422204	-
LOC100422209	-
LOC100422212	-
LOC100422213	-
LOC100422225	-
LOC100422227	-
MAPRE1P3	-
KCTD10P1	-
LOC100422232	-
LOC100422233	-
CYP4F36P	-
CYP4F23P	-
LOC100422241	-
KCTD9P4	-
NPM1P27	-
CYP4F34P	-
NPM1P41	-
SUMO2P11	-
EBAG9P1	-
NPM1P23	-
NPM1P29	-
NPM1P37	-
LOC100422263	-
CYP51A1P3	CYP51P3
SUMO2P19	-
LOC100422267	-
BRIX1P1	-
NPM1P44	-
PSMC2P2	-
NPM1P52	-
KCTD9P1	HsT38306
LOC100422274	-
LOC100422275	-
NPM1P49	-
LOC100422285	-
LOC100422286	-
LOC100422287	-
CYP4A27P	-
PSMB7P1	-
LOC100422292	-
CAPZA1P2	-
LOC100422296	-
LOC100422298	-
C1QBPP2	-
LOC100422300	-
PSMC1P13	-
NPM1P43	-
C1QBPP3	-
NPM1P24	-
NPM1P26	-
LOC100422315	-
NPM1P45	-
LOC100422317	-
LOC100422319	-
CAPZA1P5	-
LOC100422325	-
QRSL1P2	-
LOC100422334	-
GNA13P1	-
G3BP1P1	-
SDR42E1P5	-
SDR42E1P1	-
PIGUP1	-
UPF3AP3	-
SDR42E1P2	-
SDR42E1P3	-
SDR42E1P4	-
PIGFP2	-
LOC100422352	-
CHCHD3P2	-
BUB1P1	-
LOC100422368	-
LOC100422369	-
RIMKLBP2	-
NDE1P1	-
QRSL1P3	-
LOC100422375	-
LOC100422376	-
PPP1R10P1	PPP1R10P
LOC100422382	-
POLR3DP1	-
DIMT1P1	-
ADAD1P1	-
POLR3GP2	-
POLR3GP1	-
LOC100422398	-
LOC100422399	-
LOC100422402	-
ADAD1P2	-
LOC100422408	-
PSMD8P1	-
LOC100422413	-
LOC100422414	-
LOC100422416	-
SLC6A14P3	-
LOC100422418	-
LOC100422426	-
NAPGP2	-
NDUFB5P2	-
SLC6A14P1	-
LOC100422434	-
MYL6BP1	-
LOC100422438	-
LOC100422440	-
LOC100422441	-
NUDT19P5	-
LOC100422449	-
NUDT19P3	-
NUDT19P4	-
LOC100422453	-
LOC100422456	-
NUDT19P2	-
LOC100422463	-
NUDT21P1	-
B3GNT2P1	-
LOC100422471	-
TOMM40P4	-
LOC100422478	-
LOC100422479	-
KRR1P1	-
LOC100422490	-
